timestamp,object_id,forecast_mwh
2026-04-01 01:45:00,OBJ_1008,3.6221
2026-04-02 04:00:00,OBJ_1004,0.9724
2026-04-03 23:00:00,OBJ_1011,1.4886
2026-04-02 02:45:00,OBJ_1006,0.0
2026-04-02 21:15:00,OBJ_1006,0.0
2026-04-03 21:00:00,OBJ_1008,9.0057
2026-04-02 04:00:00,OBJ_1008,3.3931
2026-04-03 02:30:00,OBJ_1006,0.0
2026-04-01 12:30:00,OBJ_1009,5.4837
2026-04-03 07:30:00,OBJ_1007,4.9759
2026-04-02 11:45:00,OBJ_1002,4.24
2026-04-01 01:30:00,OBJ_1008,3.4464
2026-04-01 13:15:00,OBJ_1014,3.1652
2026-04-03 07:00:00,OBJ_1011,1.3434
2026-04-01 04:30:00,OBJ_1014,2.961
2026-04-02 03:30:00,OBJ_1004,1.3489
2026-04-01 20:00:00,OBJ_1009,0.0
2026-04-03 08:00:00,OBJ_1011,0.9356
2026-04-02 22:00:00,OBJ_1006,0.0
2026-04-03 01:45:00,OBJ_1012,4.702
2026-04-03 01:00:00,OBJ_1010,5.8178
2026-04-03 22:45:00,OBJ_1008,3.1385
2026-04-02 18:15:00,OBJ_1005,0.5888
2026-04-03 12:15:00,OBJ_1002,5.9684
2026-04-02 01:15:00,OBJ_1002,6.336
2026-04-01 05:45:00,OBJ_1002,6.1535
2026-04-02 23:15:00,OBJ_1014,1.8976
2026-04-03 21:30:00,OBJ_1009,0.0
2026-04-02 12:30:00,OBJ_1007,3.6124
2026-04-03 11:45:00,OBJ_1007,2.7989
2026-04-01 10:30:00,OBJ_1010,2.6069
2026-04-02 00:45:00,OBJ_1005,0.723
2026-04-03 19:30:00,OBJ_1010,5.4318
2026-04-03 05:00:00,OBJ_1012,4.906
2026-04-03 21:45:00,OBJ_1012,17.0289
2026-04-02 01:15:00,OBJ_1004,1.1599
2026-04-01 05:00:00,OBJ_1006,0.0
2026-04-01 12:30:00,OBJ_1004,1.1633
2026-04-02 22:00:00,OBJ_1010,2.6439
2026-04-02 22:30:00,OBJ_1012,5.5697
2026-04-02 21:45:00,OBJ_1007,2.4138
2026-04-01 00:45:00,OBJ_1005,0.6913
2026-04-02 04:45:00,OBJ_1012,4.868
2026-04-02 22:30:00,OBJ_1004,1.1928
2026-04-03 15:15:00,OBJ_1006,3.7299
2026-04-03 04:00:00,OBJ_1010,6.5754
2026-04-02 13:30:00,OBJ_1004,1.3387
2026-04-01 03:30:00,OBJ_1012,4.3991
2026-04-01 06:00:00,OBJ_1008,3.7923
2026-04-01 12:15:00,OBJ_1008,10.7818
2026-04-01 11:00:00,OBJ_1004,1.2482
2026-04-02 20:30:00,OBJ_1001,0.0
2026-04-01 09:45:00,OBJ_1012,11.9651
2026-04-01 09:45:00,OBJ_1008,12.8258
2026-04-01 02:45:00,OBJ_1004,1.1722
2026-04-02 19:00:00,OBJ_1002,7.3046
2026-04-02 03:00:00,OBJ_1008,4.2997
2026-04-02 01:30:00,OBJ_1011,1.3418
2026-04-03 21:00:00,OBJ_1014,1.7513
2026-04-03 00:00:00,OBJ_1010,4.394
2026-04-03 19:00:00,OBJ_1001,0.9786
2026-04-01 09:45:00,OBJ_1014,1.7071
2026-04-02 19:45:00,OBJ_1007,3.9665
2026-04-01 02:30:00,OBJ_1004,1.274
2026-04-03 15:00:00,OBJ_1014,3.8081
2026-04-02 18:45:00,OBJ_1005,0.5584
2026-04-01 06:45:00,OBJ_1001,0.821
2026-04-03 05:00:00,OBJ_1014,3.8329
2026-04-02 02:30:00,OBJ_1005,0.9484
2026-04-03 11:00:00,OBJ_1014,1.8847
2026-04-01 17:30:00,OBJ_1009,3.1083
2026-04-02 12:15:00,OBJ_1004,1.0134
2026-04-02 12:15:00,OBJ_1001,4.39
2026-04-03 22:45:00,OBJ_1005,0.8743
2026-04-02 13:00:00,OBJ_1008,12.1309
2026-04-03 05:00:00,OBJ_1007,5.1816
2026-04-02 20:30:00,OBJ_1006,0.0
2026-04-02 11:00:00,OBJ_1005,-1.1321
2026-04-02 00:15:00,OBJ_1006,0.0
2026-04-03 20:15:00,OBJ_1014,2.4215
2026-04-02 07:30:00,OBJ_1012,12.5469
2026-04-02 06:45:00,OBJ_1002,8.0087
2026-04-03 05:15:00,OBJ_1007,4.6195
2026-04-03 23:30:00,OBJ_1010,3.1004
2026-04-02 20:45:00,OBJ_1008,11.3233
2026-04-02 10:00:00,OBJ_1010,2.9556
2026-04-02 10:00:00,OBJ_1012,13.0538
2026-04-03 08:30:00,OBJ_1005,0.8719
2026-04-03 23:30:00,OBJ_1014,1.7897
2026-04-02 00:45:00,OBJ_1009,0.0
2026-04-02 12:15:00,OBJ_1008,11.1999
2026-04-03 18:30:00,OBJ_1014,2.6867
2026-04-02 09:45:00,OBJ_1012,12.7597
2026-04-02 16:15:00,OBJ_1004,1.017
2026-04-02 20:45:00,OBJ_1004,1.0711
2026-04-01 13:15:00,OBJ_1004,1.1742
2026-04-01 08:00:00,OBJ_1005,0.6763
2026-04-02 10:15:00,OBJ_1008,11.5245
2026-04-02 20:15:00,OBJ_1004,1.2134
2026-04-01 01:15:00,OBJ_1001,0.0
2026-04-03 00:15:00,OBJ_1002,6.2197
2026-04-01 09:15:00,OBJ_1001,2.6491
2026-04-02 03:45:00,OBJ_1005,0.7649
2026-04-01 20:15:00,OBJ_1014,2.4986
2026-04-01 07:45:00,OBJ_1012,17.2469
2026-04-03 21:30:00,OBJ_1005,1.0627
2026-04-03 10:15:00,OBJ_1014,1.2696
2026-04-03 11:00:00,OBJ_1012,19.6214
2026-04-02 16:15:00,OBJ_1009,4.5255
2026-04-02 08:00:00,OBJ_1014,2.7123
2026-04-01 03:30:00,OBJ_1004,1.33
2026-04-01 00:00:00,OBJ_1012,6.2997
2026-04-01 05:30:00,OBJ_1007,5.2799
2026-04-03 00:15:00,OBJ_1014,2.4876
2026-04-02 04:00:00,OBJ_1002,7.1521
2026-04-01 02:00:00,OBJ_1014,3.1863
2026-04-01 13:30:00,OBJ_1007,4.0907
2026-04-03 06:30:00,OBJ_1007,4.5627
2026-04-01 01:15:00,OBJ_1004,1.1534
2026-04-03 22:00:00,OBJ_1008,4.1641
2026-04-01 18:45:00,OBJ_1014,3.1007
2026-04-03 23:45:00,OBJ_1010,3.8373
2026-04-03 16:15:00,OBJ_1012,13.497
2026-04-03 10:15:00,OBJ_1004,1.0718
2026-04-03 06:45:00,OBJ_1009,0.9452
2026-04-03 07:45:00,OBJ_1006,1.6426
2026-04-03 17:45:00,OBJ_1004,1.1024
2026-04-03 17:45:00,OBJ_1001,2.0392
2026-04-02 14:45:00,OBJ_1008,9.6479
2026-04-03 20:15:00,OBJ_1012,13.1756
2026-04-02 10:30:00,OBJ_1004,1.0243
2026-04-02 06:30:00,OBJ_1009,0.6386
2026-04-01 13:45:00,OBJ_1002,5.5272
2026-04-03 16:45:00,OBJ_1002,7.666
2026-04-01 19:00:00,OBJ_1004,1.1767
2026-04-01 08:30:00,OBJ_1011,0.9665
2026-04-01 01:00:00,OBJ_1003,1.8255
2026-04-02 17:15:00,OBJ_1007,3.8127
2026-04-03 23:30:00,OBJ_1006,0.0
2026-04-02 20:00:00,OBJ_1001,0.0
2026-04-01 01:00:00,OBJ_1014,2.6661
2026-04-01 16:30:00,OBJ_1014,3.3756
2026-04-02 02:45:00,OBJ_1004,1.3109
2026-04-03 11:15:00,OBJ_1011,-1.297
2026-04-02 22:45:00,OBJ_1014,1.4482
2026-04-01 17:45:00,OBJ_1014,3.2958
2026-04-03 14:15:00,OBJ_1002,6.8258
2026-04-03 15:45:00,OBJ_1012,18.6992
2026-04-01 05:00:00,OBJ_1012,4.7575
2026-04-01 02:45:00,OBJ_1005,0.789
2026-04-02 08:45:00,OBJ_1014,2.4373
2026-04-03 03:45:00,OBJ_1011,1.1035
2026-04-03 01:15:00,OBJ_1006,0.0
2026-04-01 17:45:00,OBJ_1004,1.2622
2026-04-03 07:30:00,OBJ_1002,5.7975
2026-04-02 20:15:00,OBJ_1008,11.6655
2026-04-02 22:30:00,OBJ_1014,1.2846
2026-04-01 21:30:00,OBJ_1012,11.3133
2026-04-03 13:45:00,OBJ_1001,4.0473
2026-04-02 12:00:00,OBJ_1012,17.3915
2026-04-02 01:00:00,OBJ_1007,4.5638
2026-04-02 08:15:00,OBJ_1001,1.84
2026-04-02 20:30:00,OBJ_1012,13.8996
2026-04-02 02:30:00,OBJ_1012,5.8111
2026-04-01 17:30:00,OBJ_1010,5.8512
2026-04-01 15:45:00,OBJ_1008,10.3501
2026-04-01 14:30:00,OBJ_1006,3.7506
2026-04-03 14:00:00,OBJ_1011,-1.214
2026-04-02 11:15:00,OBJ_1005,-0.8023
2026-04-01 05:15:00,OBJ_1014,2.9381
2026-04-01 09:45:00,OBJ_1005,0.6536
2026-04-03 13:00:00,OBJ_1002,5.0647
2026-04-03 20:15:00,OBJ_1001,0.0
2026-04-02 10:15:00,OBJ_1001,3.6479
2026-04-02 22:30:00,OBJ_1008,4.0811
2026-04-02 11:45:00,OBJ_1006,3.6156
2026-04-01 03:45:00,OBJ_1009,0.0
2026-04-03 13:45:00,OBJ_1010,4.6708
2026-04-03 21:45:00,OBJ_1002,4.2704
2026-04-02 03:00:00,OBJ_1009,0.0
2026-04-01 21:30:00,OBJ_1011,1.2691
2026-04-01 10:00:00,OBJ_1009,4.465
2026-04-01 23:30:00,OBJ_1014,1.6192
2026-04-01 08:30:00,OBJ_1002,4.8895
2026-04-02 00:45:00,OBJ_1010,4.9663
2026-04-02 22:00:00,OBJ_1011,1.166
2026-04-03 05:00:00,OBJ_1002,6.3118
2026-04-02 05:30:00,OBJ_1001,0.0
2026-04-03 14:00:00,OBJ_1007,4.6197
2026-04-03 19:45:00,OBJ_1007,4.5152
2026-04-02 09:15:00,OBJ_1014,1.7743
2026-04-03 13:00:00,OBJ_1007,4.5917
2026-04-02 20:00:00,OBJ_1005,0.7348
2026-04-02 18:45:00,OBJ_1011,1.1207
2026-04-01 06:15:00,OBJ_1012,4.2735
2026-04-01 16:00:00,OBJ_1009,3.7858
2026-04-02 20:30:00,OBJ_1004,1.0986
2026-04-02 02:00:00,OBJ_1011,1.0649
2026-04-03 07:15:00,OBJ_1001,1.0799
2026-04-02 13:00:00,OBJ_1004,1.1484
2026-04-03 04:00:00,OBJ_1006,0.0
2026-04-02 13:15:00,OBJ_1010,4.96
2026-04-01 18:45:00,OBJ_1011,1.4144
2026-04-03 00:30:00,OBJ_1012,4.9535
2026-04-02 18:30:00,OBJ_1006,1.5288
2026-04-03 15:30:00,OBJ_1009,5.4337
2026-04-01 08:45:00,OBJ_1009,3.4325
2026-04-03 17:15:00,OBJ_1011,1.1447
2026-04-01 18:00:00,OBJ_1009,2.2705
2026-04-03 22:00:00,OBJ_1007,2.2767
2026-04-02 08:15:00,OBJ_1009,2.4785
2026-04-01 23:45:00,OBJ_1008,2.8021
2026-04-03 18:45:00,OBJ_1006,1.0887
2026-04-02 23:00:00,OBJ_1011,1.3946
2026-04-01 01:00:00,OBJ_1007,999.0
2026-04-03 06:30:00,OBJ_1011,0.9892
2026-04-03 02:00:00,OBJ_1004,0.9584
2026-04-02 04:30:00,OBJ_1010,5.3386
2026-04-03 01:30:00,OBJ_1005,0.6132
2026-04-02 22:15:00,OBJ_1012,5.1475
2026-04-03 23:15:00,OBJ_1004,0.9823
2026-04-03 02:45:00,OBJ_1002,7.4871
2026-04-02 04:00:00,OBJ_1009,0.0
2026-04-03 22:15:00,OBJ_1010,2.654
2026-04-02 17:30:00,OBJ_1011,1.4686
2026-04-03 23:00:00,OBJ_1012,5.6331
2026-04-01 22:30:00,OBJ_1008,3.2406
2026-04-02 16:15:00,OBJ_1001,2.7761
2026-04-01 14:15:00,OBJ_1005,-0.8563
2026-04-01 01:00:00,OBJ_1007,3.9846
2026-04-03 03:45:00,OBJ_1004,1.1282
2026-04-01 18:45:00,OBJ_1007,3.8545
2026-04-01 22:00:00,OBJ_1010,2.7232
2026-04-02 08:30:00,OBJ_1010,4.3499
2026-04-03 19:15:00,OBJ_1009,1.0158
2026-04-01 06:15:00,OBJ_1001,0.2184
2026-04-01 20:30:00,OBJ_1012,17.2451
2026-04-03 11:15:00,OBJ_1005,-1.1033
2026-04-03 04:15:00,OBJ_1008,3.2032
2026-04-01 07:15:00,OBJ_1014,2.7005
2026-04-01 13:00:00,OBJ_1008,10.4052
2026-04-01 02:15:00,OBJ_1005,0.9129
2026-04-03 02:00:00,OBJ_1006,0.0
2026-04-01 20:30:00,OBJ_1006,0.0
2026-04-03 14:45:00,OBJ_1006,3.6902
2026-04-02 01:45:00,OBJ_1012,3.7401
2026-04-01 13:15:00,OBJ_1001,4.8098
2026-04-01 00:15:00,OBJ_1010,4.9173
2026-04-01 07:15:00,OBJ_1005,0.7977
2026-04-03 04:30:00,OBJ_1014,3.2952
2026-04-03 13:30:00,OBJ_1005,-0.9798
2026-04-02 13:15:00,OBJ_1001,3.7334
2026-04-01 01:15:00,OBJ_1011,1.1051
2026-04-02 06:45:00,OBJ_1009,1.0857
2026-04-03 09:30:00,OBJ_1010,3.657
2026-04-01 13:15:00,OBJ_1007,3.8768
2026-04-01 23:15:00,OBJ_1011,1.2837
2026-04-02 00:30:00,OBJ_1011,1.0803
2026-04-01 08:45:00,OBJ_1011,0.9731
2026-04-02 05:30:00,OBJ_1006,0.0
2026-04-03 18:45:00,OBJ_1009,1.7141
2026-04-01 17:30:00,OBJ_1004,1.2121
2026-04-01 23:30:00,OBJ_1001,0.0
2026-04-03 05:15:00,OBJ_1014,3.3913
2026-04-02 15:15:00,OBJ_1012,11.2837
2026-04-03 19:00:00,OBJ_1004,1.1452
2026-04-03 12:30:00,OBJ_1011,-1.3045
2026-04-01 22:45:00,OBJ_1012,4.8469
2026-04-02 04:30:00,OBJ_1008,3.799
2026-04-03 23:15:00,OBJ_1002,4.3615
2026-04-03 12:15:00,OBJ_1010,4.5032
2026-04-02 10:45:00,OBJ_1010,2.488
2026-04-01 08:30:00,OBJ_1007,3.7325
2026-04-01 09:30:00,OBJ_1009,3.8559
2026-04-02 11:45:00,OBJ_1008,9.2098
2026-04-01 14:45:00,OBJ_1002,6.8578
2026-04-02 00:45:00,OBJ_1004,1.1858
2026-04-03 20:30:00,OBJ_1012,14.615
2026-04-03 16:45:00,OBJ_1005,0.8286
2026-04-03 01:30:00,OBJ_1008,4.6546
2026-04-03 07:15:00,OBJ_1012,15.6079
2026-04-03 04:30:00,OBJ_1002,6.6142
2026-04-02 03:45:00,OBJ_1004,1.0119
2026-04-01 20:30:00,OBJ_1011,1.2832
2026-04-01 11:00:00,OBJ_1008,10.2969
2026-04-01 19:30:00,OBJ_1005,0.9387
2026-04-02 19:45:00,OBJ_1014,2.59
2026-04-01 09:30:00,OBJ_1014,2.1946
2026-04-02 08:30:00,OBJ_1002,4.4495
2026-04-03 10:00:00,OBJ_1014,1.377
2026-04-01 09:15:00,OBJ_1009,3.3031
2026-04-02 19:00:00,OBJ_1009,1.0932
2026-04-01 07:30:00,OBJ_1007,4.2093
2026-04-03 07:45:00,OBJ_1002,5.694
2026-04-01 19:15:00,OBJ_1014,2.9182
2026-04-02 02:30:00,OBJ_1006,0.0
2026-04-03 07:30:00,OBJ_1011,1.0601
2026-04-02 18:15:00,OBJ_1004,1.0751
2026-04-03 08:30:00,OBJ_1012,15.2318
2026-04-03 11:45:00,OBJ_1010,3.5093
2026-04-01 19:00:00,OBJ_1008,12.8547
2026-04-02 00:45:00,OBJ_1006,0.0
2026-04-01 17:30:00,OBJ_1002,8.7396
2026-04-03 18:00:00,OBJ_1012,17.7693
2026-04-03 16:30:00,OBJ_1008,10.5183
2026-04-01 18:00:00,OBJ_1002,7.0234
2026-04-03 13:15:00,OBJ_1014,2.5331
2026-04-02 18:45:00,OBJ_1006,1.1363
2026-04-01 19:15:00,OBJ_1009,0.8883
2026-04-02 00:00:00,OBJ_1004,1.133
2026-04-03 19:00:00,OBJ_1014,2.5596
2026-04-01 08:15:00,OBJ_1010,4.6441
2026-04-02 18:30:00,OBJ_1001,1.3605
2026-04-03 19:45:00,OBJ_1011,1.2788
2026-04-01 17:00:00,OBJ_1010,6.0473
2026-04-02 06:00:00,OBJ_1014,2.6559
2026-04-03 17:15:00,OBJ_1010,6.6459
2026-04-01 22:15:00,OBJ_1014,1.4266
2026-04-02 07:30:00,OBJ_1001,1.4109
2026-04-02 23:15:00,OBJ_1011,1.3993
2026-04-01 22:45:00,OBJ_1008,3.7682
2026-04-03 19:15:00,OBJ_1002,6.2692
2026-04-01 11:00:00,OBJ_1002,3.7926
2026-04-02 02:30:00,OBJ_1008,4.1466
2026-04-01 07:30:00,OBJ_1014,2.4761
2026-04-02 01:15:00,OBJ_1008,3.9733
2026-04-01 12:00:00,OBJ_1011,-1.768
2026-04-01 15:30:00,OBJ_1004,1.248
2026-04-02 22:30:00,OBJ_1010,2.3659
2026-04-03 21:45:00,OBJ_1009,0.0
2026-04-03 12:30:00,OBJ_1006,4.3576
2026-04-02 18:30:00,OBJ_1012,19.207
2026-04-02 12:30:00,OBJ_1001,3.9907
2026-04-01 23:00:00,OBJ_1004,1.16
2026-04-03 21:15:00,OBJ_1004,1.1174
2026-04-03 23:30:00,OBJ_1005,0.6017
2026-04-01 18:00:00,OBJ_1008,9.9069
2026-04-02 01:30:00,OBJ_1012,4.6291
2026-04-03 01:30:00,OBJ_1014,2.5812
2026-04-03 03:15:00,OBJ_1007,4.8802
2026-04-03 00:00:00,OBJ_1008,4.2117
2026-04-02 18:45:00,OBJ_1010,5.419
2026-04-01 07:30:00,OBJ_1010,5.0582
2026-04-03 14:30:00,OBJ_1002,5.7355
2026-04-02 10:30:00,OBJ_1007,2.5987
2026-04-01 10:15:00,OBJ_1005,-0.9599
2026-04-01 21:00:00,OBJ_1002,4.0198
2026-04-03 10:00:00,OBJ_1011,-1.5529
2026-04-01 15:15:00,OBJ_1002,7.8097
2026-04-02 22:15:00,OBJ_1005,0.7278
2026-04-03 22:30:00,OBJ_1008,3.7924
2026-04-02 02:00:00,OBJ_1007,4.9343
2026-04-03 15:15:00,OBJ_1002,7.0115
2026-04-02 04:00:00,OBJ_1005,0.8212
2026-04-02 11:00:00,OBJ_1006,4.1835
2026-04-01 16:00:00,OBJ_1011,1.209
2026-04-03 18:00:00,OBJ_1005,0.9563
2026-04-01 22:30:00,OBJ_1014,1.2678
2026-04-03 07:30:00,OBJ_1005,0.6023
2026-04-01 15:00:00,OBJ_1005,0.7563
2026-04-01 01:15:00,OBJ_1006,0.0
2026-04-03 18:00:00,OBJ_1008,12.4139
2026-04-01 08:45:00,OBJ_1010,4.4749
2026-04-03 10:15:00,OBJ_1011,-1.4449
2026-04-03 02:15:00,OBJ_1001,0.0
2026-04-01 21:15:00,OBJ_1014,2.1996
2026-04-01 12:00:00,OBJ_1014,2.4679
2026-04-03 21:30:00,OBJ_1008,9.2419
2026-04-02 21:15:00,OBJ_1008,11.9379
2026-04-02 02:45:00,OBJ_1008,3.7303
2026-04-03 16:00:00,OBJ_1004,1.1759
2026-04-01 13:45:00,OBJ_1007,4.2438
2026-04-02 19:00:00,OBJ_1010,5.4784
2026-04-03 14:45:00,OBJ_1012,14.0972
2026-04-01 15:15:00,OBJ_1001,3.3607
2026-04-02 16:45:00,OBJ_1012,15.2844
2026-04-02 21:00:00,OBJ_1008,10.9256
2026-04-03 07:15:00,OBJ_1002,5.9412
2026-04-01 00:30:00,OBJ_9999,0.0
2026-04-01 22:00:00,OBJ_1002,2.6984
2026-04-02 03:00:00,OBJ_1006,0.0
2026-04-01 18:30:00,OBJ_1004,1.0171
2026-04-01 06:30:00,OBJ_1007,4.1162
2026-04-03 11:45:00,OBJ_1006,3.3687
2026-04-01 13:00:00,OBJ_1001,4.2178
2026-04-02 10:00:00,OBJ_1005,-0.9191
2026-04-02 07:00:00,OBJ_1011,1.4458
2026-04-03 17:15:00,OBJ_1012,13.6179
2026-04-03 18:15:00,OBJ_1012,12.9679
2026-04-01 19:45:00,OBJ_1008,12.3192
2026-04-01 22:00:00,OBJ_1008,3.8728
2026-04-02 18:15:00,OBJ_1002,6.335
2026-04-02 10:45:00,OBJ_1009,4.6223
2026-04-02 16:30:00,OBJ_1005,0.8359
2026-04-03 18:30:00,OBJ_1007,4.1148
2026-04-02 17:30:00,OBJ_1006,2.2523
2026-04-02 21:15:00,OBJ_1010,3.6977
2026-04-02 08:15:00,OBJ_1007,3.3418
2026-04-02 21:45:00,OBJ_1005,0.7571
2026-04-02 18:45:00,OBJ_1014,2.8568
2026-04-03 21:30:00,OBJ_1014,1.694
2026-04-01 10:45:00,OBJ_1006,3.4432
2026-04-03 20:45:00,OBJ_1014,2.434
2026-04-02 20:00:00,OBJ_1004,1.1199
2026-04-02 12:15:00,OBJ_1012,16.4373
2026-04-02 17:30:00,OBJ_1005,0.7896
2026-04-02 08:00:00,OBJ_1004,1.0882
2026-04-03 01:45:00,OBJ_1008,3.3844
2026-04-01 10:30:00,OBJ_1002,3.4594
2026-04-02 06:30:00,OBJ_1012,4.1414
2026-04-01 18:00:00,OBJ_1014,3.37
2026-04-03 12:00:00,OBJ_1008,12.8792
2026-04-03 06:15:00,OBJ_1012,4.2301
2026-04-01 14:45:00,OBJ_1004,1.173
2026-04-01 08:30:00,OBJ_1001,1.9722
2026-04-02 13:45:00,OBJ_1006,3.8605
2026-04-02 10:45:00,OBJ_1002,3.7631
2026-04-02 14:15:00,OBJ_1012,11.5566
2026-04-02 23:45:00,OBJ_1007,2.5668
2026-04-03 17:15:00,OBJ_1005,0.8483
2026-04-03 07:30:00,OBJ_1004,1.1486
2026-04-02 10:45:00,OBJ_1014,1.4585
2026-04-03 02:15:00,OBJ_1005,0.7506
2026-04-02 21:30:00,OBJ_1014,2.4447
2026-04-01 15:45:00,OBJ_1014,2.8916
2026-04-03 15:15:00,OBJ_1011,0.9976
2026-04-01 07:30:00,OBJ_1004,1.1205
2026-04-01 03:45:00,OBJ_1008,4.3913
2026-04-02 06:45:00,OBJ_1001,0.7032
2026-04-03 18:15:00,OBJ_1004,1.1254
2026-04-01 21:45:00,OBJ_1007,3.0009
2026-04-02 02:30:00,OBJ_1010,6.0312
2026-04-02 10:15:00,OBJ_1011,-1.3116
2026-04-01 02:30:00,OBJ_1008,2.9795
2026-04-01 09:15:00,OBJ_1012,18.5223
2026-04-02 05:45:00,OBJ_1002,8.1496
2026-04-02 11:15:00,OBJ_1004,0.9475
2026-04-03 22:30:00,OBJ_1012,4.9722
2026-04-03 16:15:00,OBJ_1001,3.4856
2026-04-01 20:00:00,OBJ_1010,4.7756
2026-04-03 23:30:00,OBJ_1009,0.0
2026-04-02 20:45:00,OBJ_1011,1.277
2026-04-01 20:15:00,OBJ_1010,4.6948
2026-04-02 14:30:00,OBJ_1006,4.2621
2026-04-03 21:00:00,OBJ_1005,0.9272
2026-04-02 12:00:00,OBJ_1005,-0.9037
2026-04-03 13:15:00,OBJ_1006,4.158
2026-04-01 06:30:00,OBJ_1012,5.4532
2026-04-03 15:00:00,OBJ_1006,3.8658
2026-04-02 21:30:00,OBJ_1001,0.0
2026-04-03 07:45:00,OBJ_1010,4.7141
2026-04-02 21:15:00,OBJ_1007,2.9166
2026-04-01 03:00:00,OBJ_1004,1.3117
2026-04-03 12:45:00,OBJ_1010,4.818
2026-04-02 19:45:00,OBJ_1001,0.2242
2026-04-01 18:45:00,OBJ_1006,1.2172
2026-04-03 03:00:00,OBJ_1012,5.4228
2026-04-03 14:45:00,OBJ_1010,5.8433
2026-04-03 21:30:00,OBJ_1006,0.0
2026-04-02 12:45:00,OBJ_1009,5.5902
2026-04-03 13:00:00,OBJ_1004,1.2501
2026-04-01 06:00:00,OBJ_1014,3.1482
2026-04-01 18:45:00,OBJ_1010,5.5686
2026-04-03 13:15:00,OBJ_1005,-0.9493
2026-04-01 20:45:00,OBJ_1007,3.3611
2026-04-03 01:00:00,OBJ_1012,4.9422
2026-04-03 07:30:00,OBJ_1001,1.2358
2026-04-02 21:30:00,OBJ_1002,4.5142
2026-04-01 22:45:00,OBJ_1011,1.3495
2026-04-01 00:30:00,OBJ_1005,0.8574
