timestamp,object_id,actual_mwh
2026-04-01 13:45:00,OBJ_1002,6.0331
2026-04-03 01:15:00,OBJ_1010,4.7736
2026-04-02 12:30:00,OBJ_1007,3.5815
2026-04-02 19:45:00,OBJ_1007,4.4991
2026-04-03 12:45:00,OBJ_1001,3.8995
2026-04-02 01:45:00,OBJ_1006,0.0
2026-04-02 19:00:00,OBJ_1008,11.4188
2026-04-01 21:45:00,OBJ_1001,0.0
2026-04-01 17:00:00,OBJ_1011,1.2256
2026-04-02 07:00:00,OBJ_1009,1.1793
2026-04-03 11:00:00,OBJ_1009,4.85
2026-04-02 22:15:00,OBJ_1002,3.4576
2026-04-02 10:00:00,OBJ_1006,3.4133
2026-04-03 16:45:00,OBJ_1009,3.5662
2026-04-03 08:30:00,OBJ_1007,4.0271
2026-04-01 11:15:00,OBJ_1007,2.467
2026-04-01 22:30:00,OBJ_1002,2.8769
2026-04-03 17:00:00,OBJ_1006,2.4105
2026-04-03 15:45:00,OBJ_1012,16.0631
2026-04-03 19:00:00,OBJ_1012,13.0521
2026-04-02 22:15:00,OBJ_1008,3.9044
2026-04-02 13:00:00,OBJ_1010,4.509
2026-04-02 22:30:00,OBJ_1002,3.5921
2026-04-02 23:15:00,OBJ_1011,1.2928
2026-04-01 15:15:00,OBJ_1005,0.7222
2026-04-02 00:45:00,OBJ_1014,2.4083
2026-04-02 13:00:00,OBJ_1001,3.9627
2026-04-01 13:45:00,OBJ_1005,-1.1172
2026-04-01 01:30:00,OBJ_1011,1.2933
2026-04-01 14:45:00,OBJ_1008,12.6995
2026-04-01 03:45:00,OBJ_1006,0.0
2026-04-03 14:30:00,OBJ_1006,4.1692
2026-04-02 09:30:00,OBJ_1001,2.9525
2026-04-03 23:15:00,OBJ_1009,0.0
2026-04-03 11:45:00,OBJ_1011,-1.21
2026-04-02 23:15:00,OBJ_1005,0.767
2026-04-02 15:00:00,OBJ_1011,1.3697
2026-04-02 17:15:00,OBJ_1005,0.8584
2026-04-01 01:45:00,OBJ_1011,1.0316
2026-04-02 03:45:00,OBJ_1009,0.0
2026-04-03 08:30:00,OBJ_1009,3.1533
2026-04-02 00:45:00,OBJ_1005,0.6269
2026-04-01 04:45:00,OBJ_1009,0.0
2026-04-02 21:45:00,OBJ_1008,10.6941
2026-04-01 06:00:00,OBJ_1010,5.37
2026-04-03 02:15:00,OBJ_1011,1.09
2026-04-01 18:45:00,OBJ_1007,5.0386
2026-04-03 15:45:00,OBJ_1005,0.6161
2026-04-03 05:00:00,OBJ_1014,2.8642
2026-04-01 23:00:00,OBJ_1008,3.8469
2026-04-02 04:00:00,OBJ_1014,3.1858
2026-04-01 08:15:00,OBJ_1001,2.0172
2026-04-02 23:45:00,OBJ_1010,3.3645
2026-04-01 22:15:00,OBJ_1002,2.8752
2026-04-03 02:30:00,OBJ_1006,0.0
2026-04-01 05:15:00,OBJ_1014,3.3936
2026-04-01 02:45:00,OBJ_1007,4.2655
2026-04-02 19:30:00,OBJ_1001,0.4676
2026-04-02 05:30:00,OBJ_1002,7.834
2026-04-03 03:15:00,OBJ_1005,0.6782
2026-04-01 06:00:00,OBJ_1001,0.0
2026-04-03 20:00:00,OBJ_1008,11.4571
2026-04-01 03:15:00,OBJ_1001,0.0
2026-04-01 23:15:00,OBJ_1002,3.724
2026-04-02 20:15:00,OBJ_1007,3.7425
2026-04-02 18:00:00,OBJ_1005,0.7836
2026-04-01 10:15:00,OBJ_1005,-0.9037
2026-04-03 18:00:00,OBJ_1006,1.8639
2026-04-02 07:00:00,OBJ_1008,13.2589
2026-04-01 05:30:00,OBJ_1008,3.5937
2026-04-03 22:45:00,OBJ_1008,4.4095
2026-04-02 21:00:00,OBJ_1012,17.1824
2026-04-02 13:45:00,OBJ_1010,5.0936
2026-04-03 05:30:00,OBJ_1006,0.0
2026-04-02 08:15:00,OBJ_1014,2.1073
2026-04-01 07:45:00,OBJ_1007,4.5556
2026-04-03 11:45:00,OBJ_1002,4.5679
2026-04-02 15:00:00,OBJ_1014,3.3639
2026-04-02 08:30:00,OBJ_1006,2.2606
2026-04-02 16:15:00,OBJ_1006,3.322
2026-04-01 05:45:00,OBJ_1005,0.9984
2026-04-01 16:30:00,OBJ_1011,1.2512
2026-04-01 18:30:00,OBJ_1008,12.1735
2026-04-01 07:00:00,OBJ_1009,1.2911
2026-04-01 11:45:00,OBJ_1005,-1.0158
2026-04-01 20:15:00,OBJ_1001,0.0
2026-04-01 17:15:00,OBJ_1001,2.3547
2026-04-03 23:15:00,OBJ_1012,4.5607
2026-04-02 16:30:00,OBJ_1009,3.8878
2026-04-03 23:45:00,OBJ_1012,5.0136
2026-04-02 04:15:00,OBJ_1010,6.1364
2026-04-01 22:45:00,OBJ_1001,0.0
2026-04-01 14:45:00,OBJ_1011,-1.5777
2026-04-01 23:45:00,OBJ_1012,5.9281
2026-04-02 16:45:00,OBJ_1001,2.9684
2026-04-01 21:15:00,OBJ_1006,0.0
2026-04-01 05:15:00,OBJ_1005,0.8701
2026-04-02 23:00:00,OBJ_1007,3.0875
2026-04-02 05:00:00,OBJ_1001,0.0
2026-04-01 21:00:00,OBJ_1009,0.0
2026-04-02 07:30:00,OBJ_1005,0.6555
2026-04-03 14:30:00,OBJ_1011,-1.6363
2026-04-03 11:15:00,OBJ_1009,4.9626
2026-04-01 18:15:00,OBJ_1012,13.1319
2026-04-03 13:00:00,OBJ_1009,5.1575
2026-04-01 11:30:00,OBJ_1014,1.7636
2026-04-03 13:45:00,OBJ_1007,3.5463
2026-04-03 02:00:00,OBJ_1002,5.8314
2026-04-02 07:00:00,OBJ_1011,1.1098
2026-04-02 23:00:00,OBJ_1006,0.0
2026-04-03 18:45:00,OBJ_1012,17.6922
2026-04-01 18:30:00,OBJ_1014,3.5635
2026-04-03 05:15:00,OBJ_1009,0.0
2026-04-01 18:00:00,OBJ_1011,1.0697
2026-04-03 03:45:00,OBJ_1014,3.3338
2026-04-01 02:00:00,OBJ_1011,1.4977
2026-04-02 11:00:00,OBJ_1009,5.2853
2026-04-02 07:45:00,OBJ_1001,1.6001
2026-04-03 20:00:00,OBJ_1009,0.0
2026-04-03 15:15:00,OBJ_1001,3.5338
2026-04-03 10:15:00,OBJ_1001,3.1201
2026-04-01 20:00:00,OBJ_1009,0.0
2026-04-02 04:15:00,OBJ_1009,0.0
2026-04-01 15:00:00,OBJ_1014,3.237
2026-04-01 10:00:00,OBJ_1011,-1.6983
2026-04-02 04:00:00,OBJ_1001,0.0
2026-04-01 22:30:00,OBJ_1008,3.0491
2026-04-02 14:30:00,OBJ_1011,-1.3968
2026-04-01 04:30:00,OBJ_1006,0.0
2026-04-03 13:15:00,OBJ_1001,4.0617
2026-04-03 01:15:00,OBJ_1007,4.1058
2026-04-03 14:00:00,OBJ_1014,2.9147
2026-04-01 11:00:00,OBJ_1010,3.1742
2026-04-01 13:30:00,OBJ_1001,4.0292
2026-04-01 17:45:00,OBJ_1007,5.282
2026-04-02 19:30:00,OBJ_1008,11.2967
2026-04-01 06:30:00,OBJ_1001,0.4922
2026-04-03 14:00:00,OBJ_1006,3.9149
2026-04-01 09:00:00,OBJ_1002,4.4315
2026-04-03 02:45:00,OBJ_1009,0.0
2026-04-02 19:15:00,OBJ_1012,12.8991
2026-04-01 18:45:00,OBJ_1005,0.8009
2026-04-01 09:00:00,OBJ_1011,1.3776
2026-04-03 04:15:00,OBJ_1011,1.1875
2026-04-02 16:45:00,OBJ_1007,5.0208
2026-04-02 08:30:00,OBJ_1012,16.8811
2026-04-03 22:45:00,OBJ_1012,4.5722
2026-04-02 03:15:00,OBJ_1009,0.0
2026-04-02 10:45:00,OBJ_1002,3.0501
2026-04-02 16:00:00,OBJ_1002,7.7547
2026-04-01 19:00:00,OBJ_1007,3.9358
2026-04-03 08:15:00,OBJ_1005,0.6828
2026-04-02 12:45:00,OBJ_1005,-1.1827
2026-04-01 10:00:00,OBJ_1006,3.4919
2026-04-03 22:30:00,OBJ_1010,2.9965
2026-04-02 14:15:00,OBJ_1006,4.308
2026-04-01 17:15:00,OBJ_1011,1.319
2026-04-01 19:00:00,OBJ_1005,0.7878
2026-04-02 12:15:00,OBJ_1005,-1.0134
2026-04-03 23:30:00,OBJ_1006,0.0
2026-04-03 03:45:00,OBJ_1010,5.3233
2026-04-03 06:30:00,OBJ_1002,7.0651
2026-04-01 05:00:00,OBJ_1011,0.9945
2026-04-01 18:45:00,OBJ_1001,1.1515
2026-04-01 11:30:00,OBJ_1002,4.0957
2026-04-03 18:30:00,OBJ_1002,6.1142
2026-04-01 03:15:00,OBJ_1009,0.0
2026-04-03 15:45:00,OBJ_1007,4.5512
2026-04-02 19:30:00,OBJ_1010,5.089
2026-04-03 21:45:00,OBJ_1008,11.4098
2026-04-03 03:45:00,OBJ_1009,0.0
2026-04-01 01:30:00,OBJ_1012,4.7913
2026-04-01 20:30:00,OBJ_1010,4.5812
2026-04-03 08:45:00,OBJ_1001,2.3109
2026-04-01 07:15:00,OBJ_1009,1.5954
2026-04-02 12:30:00,OBJ_1008,11.5955
2026-04-02 18:15:00,OBJ_1008,9.8315
2026-04-03 17:45:00,OBJ_1008,9.9874
2026-04-02 14:00:00,OBJ_1001,4.2079
2026-04-02 15:45:00,OBJ_1002,6.8212
2026-04-03 21:15:00,OBJ_1012,14.2164
2026-04-01 15:00:00,OBJ_1006,3.5182
2026-04-01 21:00:00,OBJ_1001,0.0
2026-04-01 05:45:00,OBJ_1001,0.0
2026-04-01 22:30:00,OBJ_1014,1.3187
2026-04-01 13:30:00,OBJ_1006,3.9863
2026-04-03 20:45:00,OBJ_1008,10.1937
2026-04-03 07:45:00,OBJ_1001,1.4745
2026-04-01 07:45:00,OBJ_1012,17.8869
2026-04-03 23:45:00,OBJ_1006,0.0
2026-04-01 17:15:00,OBJ_1008,11.4715
2026-04-01 00:45:00,OBJ_1005,0.8208
2026-04-02 07:45:00,OBJ_1014,2.9151
2026-04-03 03:45:00,OBJ_1006,0.0
2026-04-01 02:00:00,OBJ_1005,0.6439
2026-04-02 12:45:00,OBJ_1008,12.0825
2026-04-03 13:45:00,OBJ_1009,5.4734
2026-04-02 02:00:00,OBJ_1014,3.2305
2026-04-01 21:45:00,OBJ_1007,2.9581
2026-04-01 11:15:00,OBJ_1008,11.8002
2026-04-01 20:00:00,OBJ_1011,1.1073
2026-04-03 16:45:00,OBJ_1005,0.8733
2026-04-02 03:00:00,OBJ_1009,0.0
2026-04-02 14:00:00,OBJ_1006,3.9927
2026-04-02 00:00:00,OBJ_1001,0.0
2026-04-03 00:00:00,OBJ_1014,2.0366
2026-04-02 06:15:00,OBJ_1010,6.1011
2026-04-01 12:30:00,OBJ_1006,4.3191
2026-04-03 21:15:00,OBJ_1005,0.759
2026-04-03 20:30:00,OBJ_1010,4.0205
2026-04-02 09:30:00,OBJ_1010,3.426
2026-04-01 23:45:00,OBJ_1011,1.1748
2026-04-02 11:30:00,OBJ_1014,1.8708
2026-04-03 07:15:00,OBJ_1005,0.7663
2026-04-02 20:45:00,OBJ_1001,0.0
2026-04-01 14:15:00,OBJ_1002,6.7063
2026-04-03 21:00:00,OBJ_1010,3.1212
2026-04-02 04:30:00,OBJ_1009,0.0
2026-04-03 11:30:00,OBJ_1011,-1.7866
2026-04-03 04:45:00,OBJ_1010,6.9389
2026-04-03 06:30:00,OBJ_1009,0.5796
2026-04-03 12:00:00,OBJ_1012,15.2194
2026-04-01 19:30:00,OBJ_1002,6.4256
2026-04-03 18:45:00,OBJ_1005,0.7494
2026-04-01 09:15:00,OBJ_1012,13.4691
2026-04-02 15:00:00,OBJ_1001,4.0421
2026-04-03 07:15:00,OBJ_1011,1.0753
2026-04-01 21:15:00,OBJ_1008,12.7111
2026-04-03 18:15:00,OBJ_1014,3.5072
2026-04-02 04:45:00,OBJ_1012,4.5658
2026-04-01 18:00:00,OBJ_1010,6.2183
2026-04-01 18:15:00,OBJ_1011,1.0931
2026-04-03 05:45:00,OBJ_1009,0.0
2026-04-02 14:45:00,OBJ_1011,-1.6894
2026-04-02 09:00:00,OBJ_1007,2.9238
2026-04-03 18:15:00,OBJ_1001,1.719
2026-04-02 01:45:00,OBJ_1008,3.9498
2026-04-01 12:45:00,OBJ_1009,5.9553
2026-04-02 20:00:00,OBJ_1001,0.0
2026-04-01 06:00:00,OBJ_1011,1.298
2026-04-02 23:15:00,OBJ_1010,3.4502
2026-04-03 16:30:00,OBJ_1002,7.2301
2026-04-02 07:15:00,OBJ_1009,1.6209
2026-04-01 21:45:00,OBJ_1009,0.0
2026-04-02 07:30:00,OBJ_1009,1.708
2026-04-01 13:30:00,OBJ_1009,5.1445
2026-04-01 01:00:00,OBJ_1014,2.8897
2026-04-03 13:15:00,OBJ_1011,-1.337
2026-04-02 07:00:00,OBJ_1012,12.16
2026-04-03 09:00:00,OBJ_1014,2.1177
2026-04-02 18:00:00,OBJ_1007,4.1486
2026-04-01 18:45:00,OBJ_1010,5.7388
2026-04-01 15:15:00,OBJ_1012,15.9626
2026-04-02 07:00:00,OBJ_1005,0.9621
2026-04-01 16:15:00,OBJ_1010,6.7119
2026-04-01 23:00:00,OBJ_1001,0.0
2026-04-01 04:00:00,OBJ_1005,0.7694
2026-04-03 03:45:00,OBJ_1002,7.1617
2026-04-01 21:45:00,OBJ_1012,12.1501
2026-04-01 19:15:00,OBJ_1012,16.4806
2026-04-02 14:00:00,OBJ_1011,-1.5026
2026-04-02 12:45:00,OBJ_1009,5.3592
2026-04-02 09:30:00,OBJ_1007,2.9729
2026-04-01 17:15:00,OBJ_1010,5.9196
2026-04-02 18:00:00,OBJ_1014,3.4519
2026-04-01 14:00:00,OBJ_1001,4.22
2026-04-03 13:15:00,OBJ_1010,5.3616
2026-04-01 12:30:00,OBJ_1007,3.7869
2026-04-03 23:30:00,OBJ_1012,5.2911
2026-04-03 22:30:00,OBJ_1008,3.4143
2026-04-01 19:00:00,OBJ_1002,5.5779
2026-04-03 17:45:00,OBJ_1001,1.9372
2026-04-01 16:00:00,OBJ_1006,3.2909
2026-04-02 23:00:00,OBJ_1008,3.5561
2026-04-01 01:45:00,OBJ_1003,1.9652
2026-04-02 04:15:00,OBJ_1005,0.9327
2026-04-02 19:15:00,OBJ_1009,0.9368
2026-04-03 19:45:00,OBJ_1005,0.9547
2026-04-01 19:30:00,OBJ_1007,4.3548
2026-04-01 04:30:00,OBJ_1005,0.9876
2026-04-03 07:00:00,OBJ_1001,0.9247
2026-04-01 21:00:00,OBJ_1012,12.793
2026-04-03 08:15:00,OBJ_1002,4.888
2026-04-02 06:45:00,OBJ_1010,5.0497
2026-04-01 10:15:00,OBJ_1010,2.8056
2026-04-01 10:00:00,OBJ_1001,3.3428
2026-04-03 19:30:00,OBJ_1014,2.5033
2026-04-03 02:00:00,OBJ_1008,3.5337
2026-04-01 22:45:00,OBJ_1014,1.5495
2026-04-03 01:00:00,OBJ_1012,5.7751
2026-04-01 11:45:00,OBJ_1007,2.6423
2026-04-02 03:00:00,OBJ_1011,1.2709
2026-04-01 17:00:00,OBJ_1014,3.0185
2026-04-01 02:15:00,OBJ_1001,0.0
2026-04-01 10:45:00,OBJ_1009,5.0667
2026-04-01 17:00:00,OBJ_1009,3.7343
2026-04-01 18:30:00,OBJ_1010,5.5111
2026-04-01 15:45:00,OBJ_1007,5.3798
2026-04-03 19:45:00,OBJ_1012,12.0077
2026-04-02 07:00:00,OBJ_1006,0.8733
2026-04-01 07:30:00,OBJ_1014,3.076
2026-04-01 17:45:00,OBJ_1012,17.5312
2026-04-03 17:00:00,OBJ_1005,0.8203
2026-04-03 04:30:00,OBJ_1002,7.7514
2026-04-03 10:30:00,OBJ_1008,12.9645
2026-04-02 02:30:00,OBJ_1009,0.0
2026-04-03 00:15:00,OBJ_1009,0.0
2026-04-03 13:00:00,OBJ_1008,10.2239
2026-04-03 12:30:00,OBJ_1011,-1.3856
2026-04-02 07:00:00,OBJ_1007,4.0524
2026-04-02 09:15:00,OBJ_1010,4.0991
2026-04-03 18:30:00,OBJ_1014,3.4433
2026-04-01 19:15:00,OBJ_1008,9.3079
2026-04-02 13:45:00,OBJ_1014,3.0754
2026-04-01 03:00:00,OBJ_1002,8.097
2026-04-01 01:00:00,OBJ_1010,4.6224
