timestamp,object_id,forecast_mwh,dq_flags,has_dq_issue
2026-04-01 06:00:00,OBJ_1008,3.7923,,False
2026-04-01 12:15:00,OBJ_1008,10.7818,,False
2026-04-01 11:00:00,OBJ_1004,1.2482,,False
2026-04-02 20:30:00,OBJ_1001,0.0,,False
2026-04-01 09:45:00,OBJ_1012,11.9651,,False
2026-04-01 09:45:00,OBJ_1008,12.8258,,False
2026-04-01 02:45:00,OBJ_1004,1.1722,,False
2026-04-02 19:00:00,OBJ_1002,7.3046,,False
2026-04-02 03:00:00,OBJ_1008,4.2997,,False
2026-04-02 01:30:00,OBJ_1011,1.3418,,False
2026-04-03 21:00:00,OBJ_1014,1.7513,,False
2026-04-03 00:00:00,OBJ_1010,4.394,,False
2026-04-03 19:00:00,OBJ_1001,0.9786,,False
2026-04-01 09:45:00,OBJ_1014,1.7071,,False
2026-04-02 19:45:00,OBJ_1007,3.9665,,False
2026-04-01 02:30:00,OBJ_1004,1.274,,False
2026-04-03 15:00:00,OBJ_1014,3.8081,,False
2026-04-02 18:45:00,OBJ_1005,0.5584,,False
2026-04-01 06:45:00,OBJ_1001,0.821,,False
2026-04-03 05:00:00,OBJ_1014,3.8329,,False
2026-04-02 02:30:00,OBJ_1005,0.9484,,False
2026-04-03 11:00:00,OBJ_1014,1.8847,,False
2026-04-01 17:30:00,OBJ_1009,3.1083,,False
2026-04-02 12:15:00,OBJ_1004,1.0134,,False
2026-04-02 12:15:00,OBJ_1001,4.39,,False
2026-04-03 22:45:00,OBJ_1005,0.8743,,False
2026-04-02 13:00:00,OBJ_1008,12.1309,,False
2026-04-03 05:00:00,OBJ_1007,5.1816,,False
2026-04-02 20:30:00,OBJ_1006,0.0,,False
2026-04-02 11:00:00,OBJ_1005,-1.1321,,False
2026-04-02 00:15:00,OBJ_1006,0.0,,False
2026-04-03 20:15:00,OBJ_1014,2.4215,,False
2026-04-02 07:30:00,OBJ_1012,12.5469,,False
2026-04-02 06:45:00,OBJ_1002,8.0087,,False
2026-04-03 05:15:00,OBJ_1007,4.6195,,False
2026-04-03 23:30:00,OBJ_1010,3.1004,,False
2026-04-02 20:45:00,OBJ_1008,11.3233,,False
2026-04-02 10:00:00,OBJ_1010,2.9556,,False
2026-04-02 10:00:00,OBJ_1012,13.0538,,False
2026-04-03 08:30:00,OBJ_1005,0.8719,,False
2026-04-03 23:30:00,OBJ_1014,1.7897,,False
2026-04-02 00:45:00,OBJ_1009,0.0,,False
2026-04-02 12:15:00,OBJ_1008,11.1999,,False
2026-04-03 18:30:00,OBJ_1014,2.6867,,False
2026-04-02 09:45:00,OBJ_1012,12.7597,,False
2026-04-02 16:15:00,OBJ_1004,1.017,,False
2026-04-02 20:45:00,OBJ_1004,1.0711,,False
2026-04-01 13:15:00,OBJ_1004,1.1742,,False
2026-04-01 08:00:00,OBJ_1005,0.6763,,False
2026-04-02 10:15:00,OBJ_1008,11.5245,,False
2026-04-02 20:15:00,OBJ_1004,1.2134,,False
2026-04-01 01:15:00,OBJ_1001,0.0,,False
2026-04-03 00:15:00,OBJ_1002,6.2197,,False
2026-04-01 09:15:00,OBJ_1001,2.6491,,False
2026-04-02 03:45:00,OBJ_1005,0.7649,,False
2026-04-01 20:15:00,OBJ_1014,2.4986,,False
2026-04-01 07:45:00,OBJ_1012,17.2469,,False
2026-04-03 21:30:00,OBJ_1005,1.0627,,False
2026-04-03 10:15:00,OBJ_1014,1.2696,,False
2026-04-03 11:00:00,OBJ_1012,19.6214,,False
2026-04-02 16:15:00,OBJ_1009,4.5255,,False
2026-04-02 08:00:00,OBJ_1014,2.7123,,False
2026-04-01 03:30:00,OBJ_1004,1.33,,False
2026-04-01 00:00:00,OBJ_1012,6.2997,,False
2026-04-01 05:30:00,OBJ_1007,5.2799,,False
2026-04-03 00:15:00,OBJ_1014,2.4876,,False
2026-04-02 04:00:00,OBJ_1002,7.1521,,False
2026-04-01 02:00:00,OBJ_1014,3.1863,,False
2026-04-01 13:30:00,OBJ_1007,4.0907,,False
2026-04-03 06:30:00,OBJ_1007,4.5627,,False
2026-04-01 01:15:00,OBJ_1004,1.1534,,False
2026-04-03 22:00:00,OBJ_1008,4.1641,,False
2026-04-01 18:45:00,OBJ_1014,3.1007,,False
2026-04-03 23:45:00,OBJ_1010,3.8373,,False
2026-04-03 16:15:00,OBJ_1012,13.497,,False
2026-04-03 10:15:00,OBJ_1004,1.0718,,False
2026-04-03 06:45:00,OBJ_1009,0.9452,,False
2026-04-03 07:45:00,OBJ_1006,1.6426,,False
2026-04-03 17:45:00,OBJ_1004,1.1024,,False
2026-04-03 17:45:00,OBJ_1001,2.0392,,False
2026-04-02 14:45:00,OBJ_1008,9.6479,,False
2026-04-03 20:15:00,OBJ_1012,13.1756,,False
2026-04-02 10:30:00,OBJ_1004,1.0243,,False
2026-04-02 06:30:00,OBJ_1009,0.6386,,False
2026-04-01 13:45:00,OBJ_1002,5.5272,,False
2026-04-03 16:45:00,OBJ_1002,7.666,,False
2026-04-01 19:00:00,OBJ_1004,1.1767,,False
2026-04-01 08:30:00,OBJ_1011,0.9665,,False
2026-04-01 01:00:00,OBJ_1003,1.8255,,False
2026-04-02 17:15:00,OBJ_1007,3.8127,,False
2026-04-03 23:30:00,OBJ_1006,0.0,,False
2026-04-02 20:00:00,OBJ_1001,0.0,,False
2026-04-01 01:00:00,OBJ_1014,2.6661,,False
2026-04-01 16:30:00,OBJ_1014,3.3756,,False
2026-04-02 02:45:00,OBJ_1004,1.3109,,False
2026-04-03 11:15:00,OBJ_1011,-1.297,,False
2026-04-02 22:45:00,OBJ_1014,1.4482,,False
2026-04-01 17:45:00,OBJ_1014,3.2958,,False
2026-04-03 14:15:00,OBJ_1002,6.8258,,False
2026-04-03 15:45:00,OBJ_1012,18.6992,,False
2026-04-01 05:00:00,OBJ_1012,4.7575,,False
2026-04-01 02:45:00,OBJ_1005,0.789,,False
2026-04-02 08:45:00,OBJ_1014,2.4373,,False
2026-04-03 03:45:00,OBJ_1011,1.1035,,False
2026-04-03 01:15:00,OBJ_1006,0.0,,False
2026-04-01 17:45:00,OBJ_1004,1.2622,,False
2026-04-03 07:30:00,OBJ_1002,5.7975,,False
2026-04-02 20:15:00,OBJ_1008,11.6655,,False
2026-04-02 22:30:00,OBJ_1014,1.2846,,False
2026-04-01 21:30:00,OBJ_1012,11.3133,,False
2026-04-03 13:45:00,OBJ_1001,4.0473,,False
2026-04-02 12:00:00,OBJ_1012,17.3915,,False
2026-04-02 01:00:00,OBJ_1007,4.5638,,False
2026-04-02 08:15:00,OBJ_1001,1.84,,False
2026-04-02 20:30:00,OBJ_1012,13.8996,,False
2026-04-02 02:30:00,OBJ_1012,5.8111,,False
2026-04-01 17:30:00,OBJ_1010,5.8512,,False
2026-04-01 15:45:00,OBJ_1008,10.3501,,False
2026-04-01 14:30:00,OBJ_1006,3.7506,,False
2026-04-03 14:00:00,OBJ_1011,-1.214,,False
2026-04-02 11:15:00,OBJ_1005,-0.8023,,False
2026-04-01 05:15:00,OBJ_1014,2.9381,,False
2026-04-01 09:45:00,OBJ_1005,0.6536,,False
2026-04-03 13:00:00,OBJ_1002,5.0647,,False
2026-04-03 20:15:00,OBJ_1001,0.0,,False
2026-04-02 10:15:00,OBJ_1001,3.6479,,False
2026-04-02 22:30:00,OBJ_1008,4.0811,,False
2026-04-02 11:45:00,OBJ_1006,3.6156,,False
2026-04-01 03:45:00,OBJ_1009,0.0,,False
2026-04-03 13:45:00,OBJ_1010,4.6708,,False
2026-04-03 21:45:00,OBJ_1002,4.2704,,False
2026-04-02 03:00:00,OBJ_1009,0.0,,False
2026-04-01 21:30:00,OBJ_1011,1.2691,,False
2026-04-01 10:00:00,OBJ_1009,4.465,,False
2026-04-01 23:30:00,OBJ_1014,1.6192,,False
2026-04-01 08:30:00,OBJ_1002,4.8895,,False
2026-04-02 00:45:00,OBJ_1010,4.9663,,False
2026-04-02 22:00:00,OBJ_1011,1.166,,False
2026-04-03 05:00:00,OBJ_1002,6.3118,,False
2026-04-02 05:30:00,OBJ_1001,0.0,,False
2026-04-03 14:00:00,OBJ_1007,4.6197,,False
2026-04-03 19:45:00,OBJ_1007,4.5152,,False
2026-04-02 09:15:00,OBJ_1014,1.7743,,False
2026-04-03 13:00:00,OBJ_1007,4.5917,,False
2026-04-02 20:00:00,OBJ_1005,0.7348,,False
2026-04-02 18:45:00,OBJ_1011,1.1207,,False
2026-04-01 06:15:00,OBJ_1012,4.2735,,False
2026-04-01 16:00:00,OBJ_1009,3.7858,,False
2026-04-02 20:30:00,OBJ_1004,1.0986,,False
2026-04-02 02:00:00,OBJ_1011,1.0649,,False
2026-04-03 07:15:00,OBJ_1001,1.0799,,False
2026-04-02 13:00:00,OBJ_1004,1.1484,,False
2026-04-03 04:00:00,OBJ_1006,0.0,,False
2026-04-02 13:15:00,OBJ_1010,4.96,,False
2026-04-01 18:45:00,OBJ_1011,1.4144,,False
2026-04-03 00:30:00,OBJ_1012,4.9535,,False
2026-04-02 18:30:00,OBJ_1006,1.5288,,False
2026-04-03 15:30:00,OBJ_1009,5.4337,,False
2026-04-01 08:45:00,OBJ_1009,3.4325,,False
2026-04-03 17:15:00,OBJ_1011,1.1447,,False
2026-04-01 18:00:00,OBJ_1009,2.2705,,False
2026-04-03 22:00:00,OBJ_1007,2.2767,,False
2026-04-02 08:15:00,OBJ_1009,2.4785,,False
2026-04-01 23:45:00,OBJ_1008,2.8021,,False
2026-04-03 18:45:00,OBJ_1006,1.0887,,False
2026-04-02 23:00:00,OBJ_1011,1.3946,,False
2026-04-03 06:30:00,OBJ_1011,0.9892,,False
2026-04-03 02:00:00,OBJ_1004,0.9584,,False
2026-04-02 04:30:00,OBJ_1010,5.3386,,False
2026-04-03 01:30:00,OBJ_1005,0.6132,,False
2026-04-02 22:15:00,OBJ_1012,5.1475,,False
2026-04-03 23:15:00,OBJ_1004,0.9823,,False
2026-04-03 02:45:00,OBJ_1002,7.4871,,False
2026-04-02 04:00:00,OBJ_1009,0.0,,False
2026-04-03 22:15:00,OBJ_1010,2.654,,False
2026-04-02 17:30:00,OBJ_1011,1.4686,,False
2026-04-03 23:00:00,OBJ_1012,5.6331,,False
2026-04-01 22:30:00,OBJ_1008,3.2406,,False
2026-04-02 16:15:00,OBJ_1001,2.7761,,False
2026-04-01 14:15:00,OBJ_1005,-0.8563,,False
2026-04-01 01:00:00,OBJ_1007,3.9846,duplicate_timeseries_key,True
2026-04-03 03:45:00,OBJ_1004,1.1282,,False
2026-04-01 18:45:00,OBJ_1007,3.8545,,False
2026-04-01 22:00:00,OBJ_1010,2.7232,,False
2026-04-02 08:30:00,OBJ_1010,4.3499,,False
2026-04-03 19:15:00,OBJ_1009,1.0158,,False
2026-04-01 06:15:00,OBJ_1001,0.2184,,False
2026-04-01 20:30:00,OBJ_1012,17.2451,,False
2026-04-03 11:15:00,OBJ_1005,-1.1033,,False
2026-04-03 04:15:00,OBJ_1008,3.2032,,False
2026-04-01 07:15:00,OBJ_1014,2.7005,,False
2026-04-01 13:00:00,OBJ_1008,10.4052,,False
2026-04-01 02:15:00,OBJ_1005,0.9129,,False
2026-04-03 02:00:00,OBJ_1006,0.0,,False
2026-04-01 20:30:00,OBJ_1006,0.0,,False
2026-04-03 14:45:00,OBJ_1006,3.6902,,False
2026-04-02 01:45:00,OBJ_1012,3.7401,,False
2026-04-01 13:15:00,OBJ_1001,4.8098,,False
2026-04-01 00:15:00,OBJ_1010,4.9173,,False
2026-04-01 07:15:00,OBJ_1005,0.7977,,False
2026-04-03 04:30:00,OBJ_1014,3.2952,,False
2026-04-03 13:30:00,OBJ_1005,-0.9798,,False
2026-04-02 13:15:00,OBJ_1001,3.7334,,False
2026-04-01 01:15:00,OBJ_1011,1.1051,,False
2026-04-02 06:45:00,OBJ_1009,1.0857,,False
2026-04-03 09:30:00,OBJ_1010,3.657,,False
2026-04-01 13:15:00,OBJ_1007,3.8768,,False
2026-04-01 23:15:00,OBJ_1011,1.2837,,False
2026-04-02 00:30:00,OBJ_1011,1.0803,,False
2026-04-01 08:45:00,OBJ_1011,0.9731,,False
2026-04-02 05:30:00,OBJ_1006,0.0,,False
2026-04-03 18:45:00,OBJ_1009,1.7141,,False
2026-04-01 17:30:00,OBJ_1004,1.2121,,False
2026-04-01 23:30:00,OBJ_1001,0.0,,False
2026-04-03 05:15:00,OBJ_1014,3.3913,,False
2026-04-02 15:15:00,OBJ_1012,11.2837,,False
2026-04-03 19:00:00,OBJ_1004,1.1452,,False
2026-04-03 12:30:00,OBJ_1011,-1.3045,,False
2026-04-01 22:45:00,OBJ_1012,4.8469,,False
2026-04-02 04:30:00,OBJ_1008,3.799,,False
2026-04-03 23:15:00,OBJ_1002,4.3615,,False
2026-04-03 12:15:00,OBJ_1010,4.5032,,False
2026-04-02 10:45:00,OBJ_1010,2.488,,False
2026-04-01 08:30:00,OBJ_1007,3.7325,,False
2026-04-01 09:30:00,OBJ_1009,3.8559,,False
2026-04-02 11:45:00,OBJ_1008,9.2098,,False
2026-04-01 14:45:00,OBJ_1002,6.8578,,False
2026-04-02 00:45:00,OBJ_1004,1.1858,,False
2026-04-03 20:30:00,OBJ_1012,14.615,,False
2026-04-03 16:45:00,OBJ_1005,0.8286,,False
2026-04-03 01:30:00,OBJ_1008,4.6546,,False
2026-04-03 07:15:00,OBJ_1012,15.6079,,False
2026-04-03 04:30:00,OBJ_1002,6.6142,,False
2026-04-02 03:45:00,OBJ_1004,1.0119,,False
2026-04-01 20:30:00,OBJ_1011,1.2832,,False
2026-04-01 11:00:00,OBJ_1008,10.2969,,False
2026-04-01 19:30:00,OBJ_1005,0.9387,,False
2026-04-02 19:45:00,OBJ_1014,2.59,,False
2026-04-01 09:30:00,OBJ_1014,2.1946,,False
2026-04-02 08:30:00,OBJ_1002,4.4495,,False
2026-04-03 10:00:00,OBJ_1014,1.377,,False
2026-04-01 09:15:00,OBJ_1009,3.3031,,False
2026-04-02 19:00:00,OBJ_1009,1.0932,,False
2026-04-01 07:30:00,OBJ_1007,4.2093,,False
2026-04-03 07:45:00,OBJ_1002,5.694,,False
2026-04-01 19:15:00,OBJ_1014,2.9182,,False
2026-04-02 02:30:00,OBJ_1006,0.0,,False
2026-04-03 07:30:00,OBJ_1011,1.0601,,False
2026-04-02 18:15:00,OBJ_1004,1.0751,,False
2026-04-03 08:30:00,OBJ_1012,15.2318,,False
2026-04-03 11:45:00,OBJ_1010,3.5093,,False
2026-04-01 19:00:00,OBJ_1008,12.8547,,False
2026-04-02 00:45:00,OBJ_1006,0.0,,False
2026-04-01 17:30:00,OBJ_1002,8.7396,,False
2026-04-03 18:00:00,OBJ_1012,17.7693,,False
2026-04-03 16:30:00,OBJ_1008,10.5183,,False
2026-04-01 18:00:00,OBJ_1002,7.0234,,False
2026-04-03 13:15:00,OBJ_1014,2.5331,,False
2026-04-02 18:45:00,OBJ_1006,1.1363,,False
2026-04-01 19:15:00,OBJ_1009,0.8883,,False
2026-04-02 00:00:00,OBJ_1004,1.133,,False
2026-04-03 19:00:00,OBJ_1014,2.5596,,False
2026-04-01 08:15:00,OBJ_1010,4.6441,,False
2026-04-02 18:30:00,OBJ_1001,1.3605,,False
2026-04-03 19:45:00,OBJ_1011,1.2788,,False
2026-04-01 17:00:00,OBJ_1010,6.0473,,False
2026-04-02 06:00:00,OBJ_1014,2.6559,,False
2026-04-03 17:15:00,OBJ_1010,6.6459,,False
2026-04-01 22:15:00,OBJ_1014,1.4266,,False
2026-04-02 07:30:00,OBJ_1001,1.4109,,False
2026-04-02 23:15:00,OBJ_1011,1.3993,,False
2026-04-01 22:45:00,OBJ_1008,3.7682,,False
2026-04-03 19:15:00,OBJ_1002,6.2692,,False
2026-04-01 11:00:00,OBJ_1002,3.7926,,False
2026-04-02 02:30:00,OBJ_1008,4.1466,,False
2026-04-01 07:30:00,OBJ_1014,2.4761,,False
2026-04-02 01:15:00,OBJ_1008,3.9733,,False
2026-04-01 12:00:00,OBJ_1011,-1.768,,False
2026-04-01 15:30:00,OBJ_1004,1.248,,False
2026-04-02 22:30:00,OBJ_1010,2.3659,,False
2026-04-03 21:45:00,OBJ_1009,0.0,,False
2026-04-03 12:30:00,OBJ_1006,4.3576,,False
2026-04-02 18:30:00,OBJ_1012,19.207,,False
2026-04-02 12:30:00,OBJ_1001,3.9907,,False
2026-04-01 23:00:00,OBJ_1004,1.16,,False
2026-04-03 21:15:00,OBJ_1004,1.1174,,False
2026-04-03 23:30:00,OBJ_1005,0.6017,,False
2026-04-01 18:00:00,OBJ_1008,9.9069,,False
2026-04-02 01:30:00,OBJ_1012,4.6291,,False
2026-04-03 01:30:00,OBJ_1014,2.5812,,False
2026-04-03 03:15:00,OBJ_1007,4.8802,,False
2026-04-03 00:00:00,OBJ_1008,4.2117,,False
2026-04-02 18:45:00,OBJ_1010,5.419,,False
2026-04-01 07:30:00,OBJ_1010,5.0582,,False
2026-04-03 14:30:00,OBJ_1002,5.7355,,False
2026-04-02 10:30:00,OBJ_1007,2.5987,,False
2026-04-01 10:15:00,OBJ_1005,-0.9599,,False
2026-04-01 21:00:00,OBJ_1002,4.0198,,False
2026-04-03 10:00:00,OBJ_1011,-1.5529,,False
2026-04-01 15:15:00,OBJ_1002,7.8097,,False
2026-04-02 22:15:00,OBJ_1005,0.7278,,False
2026-04-03 22:30:00,OBJ_1008,3.7924,,False
2026-04-02 02:00:00,OBJ_1007,4.9343,,False
2026-04-03 15:15:00,OBJ_1002,7.0115,,False
2026-04-02 04:00:00,OBJ_1005,0.8212,,False
2026-04-02 11:00:00,OBJ_1006,4.1835,,False
2026-04-01 16:00:00,OBJ_1011,1.209,,False
2026-04-03 18:00:00,OBJ_1005,0.9563,,False
2026-04-01 22:30:00,OBJ_1014,1.2678,,False
2026-04-03 07:30:00,OBJ_1005,0.6023,,False
2026-04-01 15:00:00,OBJ_1005,0.7563,,False
2026-04-01 01:15:00,OBJ_1006,0.0,,False
2026-04-03 18:00:00,OBJ_1008,12.4139,,False
2026-04-01 08:45:00,OBJ_1010,4.4749,,False
2026-04-03 10:15:00,OBJ_1011,-1.4449,,False
2026-04-03 02:15:00,OBJ_1001,0.0,,False
2026-04-01 21:15:00,OBJ_1014,2.1996,,False
2026-04-01 12:00:00,OBJ_1014,2.4679,,False
2026-04-03 21:30:00,OBJ_1008,9.2419,,False
2026-04-02 21:15:00,OBJ_1008,11.9379,,False
2026-04-02 02:45:00,OBJ_1008,3.7303,,False
2026-04-03 16:00:00,OBJ_1004,1.1759,,False
2026-04-01 13:45:00,OBJ_1007,4.2438,,False
2026-04-02 19:00:00,OBJ_1010,5.4784,,False
2026-04-03 14:45:00,OBJ_1012,14.0972,,False
2026-04-01 15:15:00,OBJ_1001,3.3607,,False
2026-04-02 16:45:00,OBJ_1012,15.2844,,False
2026-04-02 21:00:00,OBJ_1008,10.9256,,False
2026-04-03 07:15:00,OBJ_1002,5.9412,,False
2026-04-01 00:30:00,OBJ_9999,0.0,,False
2026-04-01 22:00:00,OBJ_1002,2.6984,,False
2026-04-02 03:00:00,OBJ_1006,0.0,,False
2026-04-01 18:30:00,OBJ_1004,1.0171,,False
2026-04-01 06:30:00,OBJ_1007,4.1162,,False
2026-04-03 11:45:00,OBJ_1006,3.3687,,False
2026-04-01 13:00:00,OBJ_1001,4.2178,,False
2026-04-02 10:00:00,OBJ_1005,-0.9191,,False
2026-04-02 07:00:00,OBJ_1011,1.4458,,False
2026-04-03 17:15:00,OBJ_1012,13.6179,,False
2026-04-03 18:15:00,OBJ_1012,12.9679,,False
2026-04-01 19:45:00,OBJ_1008,12.3192,,False
2026-04-01 22:00:00,OBJ_1008,3.8728,,False
2026-04-02 18:15:00,OBJ_1002,6.335,,False
2026-04-02 10:45:00,OBJ_1009,4.6223,,False
2026-04-02 16:30:00,OBJ_1005,0.8359,,False
2026-04-03 18:30:00,OBJ_1007,4.1148,,False
2026-04-02 17:30:00,OBJ_1006,2.2523,,False
2026-04-02 21:15:00,OBJ_1010,3.6977,,False
2026-04-02 08:15:00,OBJ_1007,3.3418,,False
2026-04-02 21:45:00,OBJ_1005,0.7571,,False
2026-04-02 18:45:00,OBJ_1014,2.8568,,False
2026-04-03 21:30:00,OBJ_1014,1.694,,False
2026-04-01 10:45:00,OBJ_1006,3.4432,,False
2026-04-03 20:45:00,OBJ_1014,2.434,,False
2026-04-02 20:00:00,OBJ_1004,1.1199,,False
2026-04-02 12:15:00,OBJ_1012,16.4373,,False
2026-04-02 17:30:00,OBJ_1005,0.7896,,False
2026-04-02 08:00:00,OBJ_1004,1.0882,,False
2026-04-03 01:45:00,OBJ_1008,3.3844,,False
2026-04-01 10:30:00,OBJ_1002,3.4594,,False
2026-04-02 06:30:00,OBJ_1012,4.1414,,False
2026-04-01 18:00:00,OBJ_1014,3.37,,False
2026-04-03 12:00:00,OBJ_1008,12.8792,,False
2026-04-03 06:15:00,OBJ_1012,4.2301,,False
2026-04-01 14:45:00,OBJ_1004,1.173,,False
