timestamp,object_id,actual_mwh,dq_flags,has_dq_issue
2026-04-02 12:15:00,OBJ_1014,2.5983,,False
2026-04-01 05:15:00,OBJ_1006,0.0,,False
2026-04-03 09:15:00,OBJ_1002,4.281,,False
2026-04-01 22:45:00,OBJ_1006,0.0,,False
2026-04-02 21:30:00,OBJ_1011,1.1974,,False
2026-04-03 19:15:00,OBJ_1014,3.1779,,False
2026-04-01 06:00:00,OBJ_1014,2.8057,,False
2026-04-03 16:30:00,OBJ_1008,10.492,,False
2026-04-03 02:45:00,OBJ_1006,0.0,,False
2026-04-03 09:45:00,OBJ_1014,1.8575,,False
2026-04-02 06:15:00,OBJ_1007,4.2155,,False
2026-04-02 14:00:00,OBJ_1010,4.9299,,False
2026-04-03 13:15:00,OBJ_1007,3.7505,,False
2026-04-03 01:30:00,OBJ_1005,0.6308,,False
2026-04-02 22:00:00,OBJ_1006,0.0,,False
2026-04-03 08:00:00,OBJ_1009,2.4424,,False
2026-04-01 07:15:00,OBJ_1014,3.1317,,False
2026-04-02 17:00:00,OBJ_1009,3.4081,,False
2026-04-02 00:30:00,OBJ_1002,4.7432,,False
2026-04-03 02:00:00,OBJ_1011,1.3078,,False
2026-04-02 11:45:00,OBJ_1012,12.3325,,False
2026-04-01 02:15:00,OBJ_1011,1.1609,,False
2026-04-02 14:45:00,OBJ_1006,3.7436,,False
2026-04-03 13:30:00,OBJ_1009,5.8348,,False
2026-04-02 16:30:00,OBJ_1010,5.6979,,False
2026-04-03 07:30:00,OBJ_1011,1.394,,False
2026-04-02 02:45:00,OBJ_1012,5.8423,,False
2026-04-02 17:15:00,OBJ_1008,11.5836,,False
2026-04-03 21:30:00,OBJ_1001,0.0,,False
2026-04-02 07:00:00,OBJ_1010,5.0856,,False
2026-04-03 04:00:00,OBJ_1007,5.1909,,False
2026-04-02 22:00:00,OBJ_1008,3.2011,,False
2026-04-02 23:45:00,OBJ_1005,0.6135,,False
2026-04-02 08:15:00,OBJ_1002,5.375,,False
2026-04-02 08:30:00,OBJ_1011,1.2276,,False
2026-04-02 19:00:00,OBJ_1001,0.9635,,False
2026-04-03 06:45:00,OBJ_1011,1.2872,,False
2026-04-03 19:00:00,OBJ_1014,2.6801,,False
2026-04-03 08:45:00,OBJ_1011,1.1485,,False
2026-04-03 00:30:00,OBJ_1008,3.5596,,False
2026-04-03 05:30:00,OBJ_1005,0.7276,,False
2026-04-03 18:45:00,OBJ_1002,7.7354,,False
2026-04-01 10:15:00,OBJ_1009,4.542,,False
2026-04-01 07:30:00,OBJ_1009,1.7505,,False
2026-04-03 04:30:00,OBJ_1001,0.0,,False
2026-04-03 03:00:00,OBJ_1001,0.0,,False
2026-04-02 18:30:00,OBJ_1012,13.8408,,False
2026-04-01 08:00:00,OBJ_1001,1.9347,,False
2026-04-01 11:15:00,OBJ_1010,3.3463,,False
2026-04-03 21:00:00,OBJ_1007,3.022,,False
2026-04-02 17:45:00,OBJ_1006,1.9431,,False
2026-04-01 00:45:00,OBJ_1011,0.9275,,False
2026-04-02 12:15:00,OBJ_1002,4.8727,,False
2026-04-02 21:00:00,OBJ_1005,0.8391,,False
2026-04-02 22:15:00,OBJ_1014,1.5142,,False
2026-04-03 21:45:00,OBJ_1012,14.8576,,False
2026-04-02 06:30:00,OBJ_1011,1.1291,,False
2026-04-01 05:45:00,OBJ_1014,2.9903,,False
2026-04-01 00:00:00,OBJ_1012,4.0596,,False
2026-04-02 08:00:00,OBJ_1014,2.7769,,False
2026-04-03 01:00:00,OBJ_1001,0.0,,False
2026-04-03 06:15:00,OBJ_1007,5.0294,,False
2026-04-01 05:30:00,OBJ_1005,0.6817,,False
2026-04-03 20:45:00,OBJ_1009,0.0,,False
2026-04-01 02:45:00,OBJ_1014,2.6977,,False
2026-04-03 22:00:00,OBJ_1012,4.3458,,False
2026-04-03 21:15:00,OBJ_1007,3.0212,,False
2026-04-02 11:15:00,OBJ_1010,3.3216,,False
2026-04-03 23:45:00,OBJ_1014,1.7004,,False
2026-04-01 17:15:00,OBJ_1014,3.7625,,False
2026-04-02 01:30:00,OBJ_1012,4.618,,False
2026-04-01 01:00:00,OBJ_1007,4.189,,False
2026-04-02 13:00:00,OBJ_1007,4.3025,,False
2026-04-01 16:15:00,OBJ_1006,3.0143,,False
2026-04-01 02:15:00,OBJ_1014,3.488,,False
2026-04-02 22:30:00,OBJ_1011,1.4997,,False
2026-04-01 02:30:00,OBJ_1006,0.0,,False
2026-04-03 16:30:00,OBJ_1014,3.6778,,False
2026-04-01 08:00:00,OBJ_1007,4.0269,,False
2026-04-01 12:15:00,OBJ_1002,5.6347,,False
2026-04-01 03:45:00,OBJ_1011,1.3708,,False
2026-04-02 09:00:00,OBJ_1001,2.4025,,False
2026-04-02 19:00:00,OBJ_1005,0.7663,,False
2026-04-02 00:30:00,OBJ_1009,0.0,,False
2026-04-02 03:30:00,OBJ_1006,0.0,,False
2026-04-02 14:45:00,OBJ_1009,5.3011,,False
2026-04-03 11:30:00,OBJ_1002,4.6118,,False
2026-04-01 00:00:00,OBJ_1010,3.7952,,False
2026-04-03 11:30:00,OBJ_1006,3.9257,,False
2026-04-01 01:45:00,OBJ_1005,0.6987,,False
2026-04-02 13:15:00,OBJ_1006,3.8842,,False
2026-04-03 13:30:00,OBJ_1014,2.7086,,False
2026-04-03 17:30:00,OBJ_1005,0.9114,,False
2026-04-03 05:15:00,OBJ_1012,4.9659,,False
2026-04-03 02:00:00,OBJ_1007,4.4791,,False
2026-04-02 18:15:00,OBJ_1010,5.4094,,False
2026-04-02 00:45:00,OBJ_1008,3.1448,,False
2026-04-02 11:00:00,OBJ_1007,2.7939,,False
2026-04-01 06:45:00,OBJ_1010,5.1238,,False
2026-04-03 11:00:00,OBJ_1007,2.6692,,False
2026-04-02 15:15:00,OBJ_1008,12.7853,,False
2026-04-02 05:45:00,OBJ_1009,0.0,,False
2026-04-01 20:30:00,OBJ_1002,5.5764,,False
2026-04-03 05:00:00,OBJ_1011,1.2003,,False
2026-04-02 08:00:00,OBJ_1010,4.3401,,False
2026-04-01 00:00:00,OBJ_1005,0.71,,False
2026-04-02 01:15:00,OBJ_1014,3.1483,,False
2026-04-03 22:15:00,OBJ_1007,2.4683,,False
2026-04-01 17:00:00,OBJ_1012,14.4795,,False
2026-04-01 08:00:00,OBJ_1002,4.7489,,False
2026-04-02 02:45:00,OBJ_1009,0.0,,False
2026-04-01 09:30:00,OBJ_1006,3.0053,,False
2026-04-01 01:15:00,OBJ_1009,0.0,,False
2026-04-01 08:00:00,OBJ_1010,4.3629,,False
2026-04-02 11:45:00,OBJ_1011,-1.7464,,False
2026-04-03 17:30:00,OBJ_1008,11.3824,,False
2026-04-02 03:00:00,OBJ_1008,3.0313,,False
2026-04-03 04:30:00,OBJ_1010,6.3658,,False
2026-04-01 23:45:00,OBJ_1010,3.472,,False
2026-04-02 16:15:00,OBJ_1012,17.881,,False
2026-04-01 14:15:00,OBJ_1011,-1.3365,,False
2026-04-02 16:15:00,OBJ_1014,3.6746,,False
2026-04-01 03:30:00,OBJ_1005,0.7352,,False
2026-04-02 03:30:00,OBJ_1009,0.0,,False
2026-04-01 14:45:00,OBJ_1005,-0.8206,,False
2026-04-02 16:00:00,OBJ_1007,4.5444,,False
2026-04-03 01:45:00,OBJ_1006,0.0,,False
2026-04-01 00:00:00,OBJ_1014,2.1764,,False
2026-04-02 23:15:00,OBJ_1002,4.2346,,False
2026-04-01 11:45:00,OBJ_1008,11.9256,,False
2026-04-01 08:30:00,OBJ_1002,4.6797,,False
2026-04-02 00:15:00,OBJ_1011,1.4117,,False
2026-04-01 09:45:00,OBJ_1002,3.8455,,False
2026-04-02 13:45:00,OBJ_1012,14.5856,,False
2026-04-03 16:15:00,OBJ_1006,3.0394,,False
2026-04-01 10:15:00,OBJ_1011,-1.3648,,False
2026-04-01 21:00:00,OBJ_1007,3.0801,,False
2026-04-03 13:30:00,OBJ_1012,16.444,,False
2026-04-02 07:00:00,OBJ_1001,0.9658,,False
2026-04-01 11:45:00,OBJ_1001,3.7286,,False
2026-04-03 10:15:00,OBJ_1010,2.9529,,False
2026-04-02 17:00:00,OBJ_1007,4.8903,,False
2026-04-01 16:30:00,OBJ_1008,11.9318,,False
2026-04-02 01:00:00,OBJ_1009,0.0,,False
2026-04-02 00:00:00,OBJ_1011,0.9394,,False
2026-04-02 21:15:00,OBJ_1010,3.4254,,False
2026-04-02 01:15:00,OBJ_1010,5.1475,,False
2026-04-01 02:15:00,OBJ_1006,0.0,,False
2026-04-01 17:45:00,OBJ_1006,1.9395,,False
2026-04-03 05:30:00,OBJ_1001,0.0,,False
2026-04-01 05:00:00,OBJ_1008,3.8763,,False
2026-04-02 09:45:00,OBJ_1011,1.0647,,False
2026-04-02 04:00:00,OBJ_1012,5.0147,,False
2026-04-03 00:45:00,OBJ_1011,0.9057,,False
2026-04-02 07:45:00,OBJ_1006,1.5416,,False
2026-04-03 06:45:00,OBJ_1010,6.0114,,False
2026-04-03 00:45:00,OBJ_1008,3.5689,,False
2026-04-01 07:30:00,OBJ_1006,1.2874,,False
2026-04-02 14:30:00,OBJ_1008,11.0564,,False
2026-04-01 21:30:00,OBJ_1012,16.7441,,False
2026-04-01 19:15:00,OBJ_1002,6.5759,,False
2026-04-01 18:30:00,OBJ_1012,16.9245,,False
2026-04-01 00:30:00,OBJ_9999,0.0,,False
2026-04-03 20:15:00,OBJ_1002,4.6854,,False
2026-04-01 06:00:00,OBJ_1005,0.8447,,False
2026-04-01 02:00:00,OBJ_1014,3.5033,,False
2026-04-03 16:15:00,OBJ_1008,11.9011,,False
2026-04-03 12:15:00,OBJ_1010,4.4681,,False
2026-04-02 17:30:00,OBJ_1007,4.6791,,False
2026-04-03 10:30:00,OBJ_1002,3.1406,,False
2026-04-02 09:00:00,OBJ_1011,1.1142,,False
2026-04-01 00:00:00,1001,0.05,invalid_object_id_format,True
2026-04-03 01:45:00,OBJ_1008,3.6556,,False
2026-04-03 13:45:00,OBJ_1014,3.1538,,False
2026-04-03 09:45:00,OBJ_1011,0.9954,,False
2026-04-02 18:15:00,OBJ_1002,7.4745,,False
2026-04-01 17:15:00,OBJ_1007,4.4126,,False
2026-04-02 17:45:00,OBJ_1008,11.4449,,False
2026-04-02 16:45:00,OBJ_1012,12.3149,,False
2026-04-03 21:45:00,OBJ_1002,4.3988,,False
2026-04-01 23:30:00,OBJ_1001,0.0,,False
2026-04-03 23:00:00,OBJ_1011,1.2652,,False
2026-04-03 17:15:00,OBJ_1008,11.1811,,False
2026-04-01 16:45:00,OBJ_1012,16.8814,,False
2026-04-01 18:00:00,OBJ_1012,13.7913,,False
2026-04-02 19:00:00,OBJ_1002,6.3761,,False
2026-04-01 01:15:00,OBJ_1003,2.2696,,False
2026-04-01 21:15:00,OBJ_1012,14.0323,,False
2026-04-03 23:30:00,OBJ_1009,0.0,,False
2026-04-01 13:45:00,OBJ_1002,6.0331,,False
2026-04-03 01:15:00,OBJ_1010,4.7736,,False
2026-04-02 12:30:00,OBJ_1007,3.5815,,False
2026-04-02 19:45:00,OBJ_1007,4.4991,,False
2026-04-03 12:45:00,OBJ_1001,3.8995,,False
2026-04-02 01:45:00,OBJ_1006,0.0,,False
2026-04-02 19:00:00,OBJ_1008,11.4188,,False
2026-04-01 21:45:00,OBJ_1001,0.0,,False
2026-04-01 17:00:00,OBJ_1011,1.2256,,False
2026-04-02 07:00:00,OBJ_1009,1.1793,,False
2026-04-03 11:00:00,OBJ_1009,4.85,,False
2026-04-02 22:15:00,OBJ_1002,3.4576,,False
2026-04-02 10:00:00,OBJ_1006,3.4133,,False
2026-04-03 16:45:00,OBJ_1009,3.5662,,False
2026-04-03 08:30:00,OBJ_1007,4.0271,,False
2026-04-01 11:15:00,OBJ_1007,2.467,,False
2026-04-01 22:30:00,OBJ_1002,2.8769,,False
2026-04-03 17:00:00,OBJ_1006,2.4105,,False
2026-04-03 15:45:00,OBJ_1012,16.0631,,False
2026-04-03 19:00:00,OBJ_1012,13.0521,,False
2026-04-02 22:15:00,OBJ_1008,3.9044,,False
2026-04-02 13:00:00,OBJ_1010,4.509,,False
2026-04-02 22:30:00,OBJ_1002,3.5921,,False
2026-04-02 23:15:00,OBJ_1011,1.2928,,False
2026-04-01 15:15:00,OBJ_1005,0.7222,,False
2026-04-02 00:45:00,OBJ_1014,2.4083,,False
2026-04-02 13:00:00,OBJ_1001,3.9627,,False
2026-04-01 13:45:00,OBJ_1005,-1.1172,,False
2026-04-01 01:30:00,OBJ_1011,1.2933,,False
2026-04-01 14:45:00,OBJ_1008,12.6995,,False
2026-04-01 03:45:00,OBJ_1006,0.0,,False
2026-04-03 14:30:00,OBJ_1006,4.1692,,False
2026-04-02 09:30:00,OBJ_1001,2.9525,,False
2026-04-03 23:15:00,OBJ_1009,0.0,,False
2026-04-03 11:45:00,OBJ_1011,-1.21,,False
2026-04-02 23:15:00,OBJ_1005,0.767,,False
2026-04-02 15:00:00,OBJ_1011,1.3697,,False
2026-04-02 17:15:00,OBJ_1005,0.8584,,False
2026-04-01 01:45:00,OBJ_1011,1.0316,,False
2026-04-02 03:45:00,OBJ_1009,0.0,,False
2026-04-03 08:30:00,OBJ_1009,3.1533,,False
2026-04-02 00:45:00,OBJ_1005,0.6269,,False
2026-04-01 04:45:00,OBJ_1009,0.0,,False
2026-04-02 21:45:00,OBJ_1008,10.6941,,False
2026-04-01 06:00:00,OBJ_1010,5.37,,False
2026-04-03 02:15:00,OBJ_1011,1.09,,False
2026-04-01 18:45:00,OBJ_1007,5.0386,,False
2026-04-03 15:45:00,OBJ_1005,0.6161,,False
2026-04-03 05:00:00,OBJ_1014,2.8642,,False
2026-04-01 23:00:00,OBJ_1008,3.8469,,False
2026-04-02 04:00:00,OBJ_1014,3.1858,,False
2026-04-01 08:15:00,OBJ_1001,2.0172,,False
2026-04-02 23:45:00,OBJ_1010,3.3645,,False
2026-04-01 22:15:00,OBJ_1002,2.8752,,False
2026-04-03 02:30:00,OBJ_1006,0.0,,False
2026-04-01 05:15:00,OBJ_1014,3.3936,,False
2026-04-01 02:45:00,OBJ_1007,4.2655,,False
2026-04-02 19:30:00,OBJ_1001,0.4676,,False
2026-04-02 05:30:00,OBJ_1002,7.834,,False
2026-04-03 03:15:00,OBJ_1005,0.6782,,False
2026-04-01 06:00:00,OBJ_1001,0.0,,False
2026-04-03 20:00:00,OBJ_1008,11.4571,,False
2026-04-01 03:15:00,OBJ_1001,0.0,,False
2026-04-01 23:15:00,OBJ_1002,3.724,,False
2026-04-02 20:15:00,OBJ_1007,3.7425,,False
2026-04-02 18:00:00,OBJ_1005,0.7836,,False
2026-04-01 10:15:00,OBJ_1005,-0.9037,,False
2026-04-03 18:00:00,OBJ_1006,1.8639,,False
2026-04-02 07:00:00,OBJ_1008,13.2589,,False
2026-04-01 05:30:00,OBJ_1008,3.5937,,False
2026-04-03 22:45:00,OBJ_1008,4.4095,,False
2026-04-02 21:00:00,OBJ_1012,17.1824,,False
2026-04-02 13:45:00,OBJ_1010,5.0936,,False
2026-04-03 05:30:00,OBJ_1006,0.0,,False
2026-04-02 08:15:00,OBJ_1014,2.1073,,False
2026-04-01 07:45:00,OBJ_1007,4.5556,,False
2026-04-03 11:45:00,OBJ_1002,4.5679,,False
2026-04-02 15:00:00,OBJ_1014,3.3639,,False
2026-04-02 08:30:00,OBJ_1006,2.2606,,False
2026-04-02 16:15:00,OBJ_1006,3.322,,False
2026-04-01 05:45:00,OBJ_1005,0.9984,,False
2026-04-01 16:30:00,OBJ_1011,1.2512,,False
2026-04-01 18:30:00,OBJ_1008,12.1735,,False
2026-04-01 07:00:00,OBJ_1009,1.2911,,False
2026-04-01 11:45:00,OBJ_1005,-1.0158,,False
2026-04-01 20:15:00,OBJ_1001,0.0,,False
2026-04-01 17:15:00,OBJ_1001,2.3547,,False
2026-04-03 23:15:00,OBJ_1012,4.5607,,False
2026-04-02 16:30:00,OBJ_1009,3.8878,,False
2026-04-03 23:45:00,OBJ_1012,5.0136,,False
2026-04-02 04:15:00,OBJ_1010,6.1364,,False
2026-04-01 22:45:00,OBJ_1001,0.0,,False
2026-04-01 14:45:00,OBJ_1011,-1.5777,,False
2026-04-01 23:45:00,OBJ_1012,5.9281,,False
2026-04-02 16:45:00,OBJ_1001,2.9684,,False
2026-04-01 21:15:00,OBJ_1006,0.0,,False
2026-04-01 05:15:00,OBJ_1005,0.8701,,False
2026-04-02 23:00:00,OBJ_1007,3.0875,,False
2026-04-02 05:00:00,OBJ_1001,0.0,,False
2026-04-01 21:00:00,OBJ_1009,0.0,,False
2026-04-02 07:30:00,OBJ_1005,0.6555,,False
2026-04-03 14:30:00,OBJ_1011,-1.6363,,False
2026-04-03 11:15:00,OBJ_1009,4.9626,,False
2026-04-01 18:15:00,OBJ_1012,13.1319,,False
2026-04-03 13:00:00,OBJ_1009,5.1575,,False
2026-04-01 11:30:00,OBJ_1014,1.7636,,False
2026-04-03 13:45:00,OBJ_1007,3.5463,,False
2026-04-03 02:00:00,OBJ_1002,5.8314,,False
2026-04-02 07:00:00,OBJ_1011,1.1098,,False
2026-04-02 23:00:00,OBJ_1006,0.0,,False
2026-04-03 18:45:00,OBJ_1012,17.6922,,False
2026-04-01 18:30:00,OBJ_1014,3.5635,,False
2026-04-03 05:15:00,OBJ_1009,0.0,,False
2026-04-01 18:00:00,OBJ_1011,1.0697,,False
2026-04-03 03:45:00,OBJ_1014,3.3338,,False
2026-04-01 02:00:00,OBJ_1011,1.4977,,False
2026-04-02 11:00:00,OBJ_1009,5.2853,,False
2026-04-02 07:45:00,OBJ_1001,1.6001,,False
2026-04-03 20:00:00,OBJ_1009,0.0,,False
2026-04-03 15:15:00,OBJ_1001,3.5338,,False
2026-04-03 10:15:00,OBJ_1001,3.1201,,False
2026-04-01 20:00:00,OBJ_1009,0.0,,False
2026-04-02 04:15:00,OBJ_1009,0.0,,False
2026-04-01 15:00:00,OBJ_1014,3.237,,False
2026-04-01 10:00:00,OBJ_1011,-1.6983,,False
2026-04-02 04:00:00,OBJ_1001,0.0,,False
2026-04-01 22:30:00,OBJ_1008,3.0491,,False
2026-04-02 14:30:00,OBJ_1011,-1.3968,,False
2026-04-01 04:30:00,OBJ_1006,0.0,,False
2026-04-03 13:15:00,OBJ_1001,4.0617,,False
2026-04-03 01:15:00,OBJ_1007,4.1058,,False
2026-04-03 14:00:00,OBJ_1014,2.9147,,False
2026-04-01 11:00:00,OBJ_1010,3.1742,,False
2026-04-01 13:30:00,OBJ_1001,4.0292,,False
2026-04-01 17:45:00,OBJ_1007,5.282,,False
2026-04-02 19:30:00,OBJ_1008,11.2967,,False
2026-04-01 06:30:00,OBJ_1001,0.4922,,False
2026-04-03 14:00:00,OBJ_1006,3.9149,,False
2026-04-01 09:00:00,OBJ_1002,4.4315,,False
2026-04-03 02:45:00,OBJ_1009,0.0,,False
2026-04-02 19:15:00,OBJ_1012,12.8991,,False
2026-04-01 18:45:00,OBJ_1005,0.8009,,False
2026-04-01 09:00:00,OBJ_1011,1.3776,,False
2026-04-03 04:15:00,OBJ_1011,1.1875,,False
2026-04-02 16:45:00,OBJ_1007,5.0208,,False
2026-04-02 08:30:00,OBJ_1012,16.8811,,False
2026-04-03 22:45:00,OBJ_1012,4.5722,,False
2026-04-02 03:15:00,OBJ_1009,0.0,,False
2026-04-02 10:45:00,OBJ_1002,3.0501,,False
2026-04-02 16:00:00,OBJ_1002,7.7547,,False
2026-04-01 19:00:00,OBJ_1007,3.9358,,False
2026-04-03 08:15:00,OBJ_1005,0.6828,,False
2026-04-02 12:45:00,OBJ_1005,-1.1827,,False
2026-04-01 10:00:00,OBJ_1006,3.4919,,False
2026-04-03 22:30:00,OBJ_1010,2.9965,,False
2026-04-02 14:15:00,OBJ_1006,4.308,,False
2026-04-01 17:15:00,OBJ_1011,1.319,,False
2026-04-01 19:00:00,OBJ_1005,0.7878,,False
2026-04-02 12:15:00,OBJ_1005,-1.0134,,False
2026-04-03 23:30:00,OBJ_1006,0.0,,False
2026-04-03 03:45:00,OBJ_1010,5.3233,,False
2026-04-03 06:30:00,OBJ_1002,7.0651,,False
2026-04-01 05:00:00,OBJ_1011,0.9945,,False
2026-04-01 18:45:00,OBJ_1001,1.1515,,False
2026-04-01 11:30:00,OBJ_1002,4.0957,,False
2026-04-03 18:30:00,OBJ_1002,6.1142,,False
2026-04-01 03:15:00,OBJ_1009,0.0,,False
2026-04-03 15:45:00,OBJ_1007,4.5512,,False
2026-04-02 19:30:00,OBJ_1010,5.089,,False
2026-04-03 21:45:00,OBJ_1008,11.4098,,False
2026-04-03 03:45:00,OBJ_1009,0.0,,False
2026-04-01 01:30:00,OBJ_1012,4.7913,,False
2026-04-01 20:30:00,OBJ_1010,4.5812,,False
2026-04-03 08:45:00,OBJ_1001,2.3109,,False
2026-04-01 07:15:00,OBJ_1009,1.5954,,False
2026-04-02 12:30:00,OBJ_1008,11.5955,,False
2026-04-02 18:15:00,OBJ_1008,9.8315,,False
2026-04-03 17:45:00,OBJ_1008,9.9874,,False
2026-04-02 14:00:00,OBJ_1001,4.2079,,False
2026-04-02 15:45:00,OBJ_1002,6.8212,,False
2026-04-03 21:15:00,OBJ_1012,14.2164,,False
2026-04-01 15:00:00,OBJ_1006,3.5182,,False
2026-04-01 21:00:00,OBJ_1001,0.0,,False
2026-04-01 05:45:00,OBJ_1001,0.0,,False
2026-04-01 22:30:00,OBJ_1014,1.3187,,False
2026-04-01 13:30:00,OBJ_1006,3.9863,,False
2026-04-03 20:45:00,OBJ_1008,10.1937,,False
2026-04-03 07:45:00,OBJ_1001,1.4745,,False
2026-04-01 07:45:00,OBJ_1012,17.8869,,False
2026-04-03 23:45:00,OBJ_1006,0.0,,False
2026-04-01 17:15:00,OBJ_1008,11.4715,,False
2026-04-01 00:45:00,OBJ_1005,0.8208,,False
2026-04-02 07:45:00,OBJ_1014,2.9151,,False
2026-04-03 03:45:00,OBJ_1006,0.0,,False
2026-04-01 02:00:00,OBJ_1005,0.6439,,False
2026-04-02 12:45:00,OBJ_1008,12.0825,,False
2026-04-03 13:45:00,OBJ_1009,5.4734,,False
2026-04-02 02:00:00,OBJ_1014,3.2305,,False
2026-04-01 21:45:00,OBJ_1007,2.9581,,False
2026-04-01 11:15:00,OBJ_1008,11.8002,,False
2026-04-01 20:00:00,OBJ_1011,1.1073,,False
2026-04-03 16:45:00,OBJ_1005,0.8733,,False
2026-04-02 03:00:00,OBJ_1009,0.0,,False
2026-04-02 14:00:00,OBJ_1006,3.9927,,False
2026-04-02 00:00:00,OBJ_1001,0.0,,False
2026-04-03 00:00:00,OBJ_1014,2.0366,,False
2026-04-02 06:15:00,OBJ_1010,6.1011,,False
2026-04-01 12:30:00,OBJ_1006,4.3191,,False
2026-04-03 21:15:00,OBJ_1005,0.759,,False
2026-04-03 20:30:00,OBJ_1010,4.0205,,False
2026-04-02 09:30:00,OBJ_1010,3.426,,False
2026-04-01 23:45:00,OBJ_1011,1.1748,,False
2026-04-02 11:30:00,OBJ_1014,1.8708,,False
2026-04-03 07:15:00,OBJ_1005,0.7663,,False
2026-04-02 20:45:00,OBJ_1001,0.0,,False
2026-04-01 14:15:00,OBJ_1002,6.7063,,False
2026-04-03 21:00:00,OBJ_1010,3.1212,,False
2026-04-02 04:30:00,OBJ_1009,0.0,,False
2026-04-03 11:30:00,OBJ_1011,-1.7866,,False
2026-04-03 04:45:00,OBJ_1010,6.9389,,False
2026-04-03 06:30:00,OBJ_1009,0.5796,,False
2026-04-03 12:00:00,OBJ_1012,15.2194,,False
2026-04-01 19:30:00,OBJ_1002,6.4256,,False
2026-04-03 18:45:00,OBJ_1005,0.7494,,False
2026-04-01 09:15:00,OBJ_1012,13.4691,,False
2026-04-02 15:00:00,OBJ_1001,4.0421,,False
2026-04-03 07:15:00,OBJ_1011,1.0753,,False
2026-04-01 21:15:00,OBJ_1008,12.7111,,False
2026-04-03 18:15:00,OBJ_1014,3.5072,,False
2026-04-02 04:45:00,OBJ_1012,4.5658,,False
2026-04-01 18:00:00,OBJ_1010,6.2183,,False
2026-04-01 18:15:00,OBJ_1011,1.0931,,False
2026-04-03 05:45:00,OBJ_1009,0.0,,False
2026-04-02 14:45:00,OBJ_1011,-1.6894,,False
2026-04-02 09:00:00,OBJ_1007,2.9238,,False
2026-04-03 18:15:00,OBJ_1001,1.719,,False
2026-04-02 01:45:00,OBJ_1008,3.9498,,False
2026-04-01 12:45:00,OBJ_1009,5.9553,,False
2026-04-02 20:00:00,OBJ_1001,0.0,,False
2026-04-01 06:00:00,OBJ_1011,1.298,,False
2026-04-02 23:15:00,OBJ_1010,3.4502,,False
2026-04-03 16:30:00,OBJ_1002,7.2301,,False
2026-04-02 07:15:00,OBJ_1009,1.6209,,False
2026-04-01 21:45:00,OBJ_1009,0.0,,False
2026-04-02 07:30:00,OBJ_1009,1.708,,False
2026-04-01 13:30:00,OBJ_1009,5.1445,,False
2026-04-01 01:00:00,OBJ_1014,2.8897,,False
2026-04-03 13:15:00,OBJ_1011,-1.337,,False
2026-04-02 07:00:00,OBJ_1012,12.16,,False
2026-04-03 09:00:00,OBJ_1014,2.1177,,False
2026-04-02 18:00:00,OBJ_1007,4.1486,,False
2026-04-01 18:45:00,OBJ_1010,5.7388,,False
2026-04-01 15:15:00,OBJ_1012,15.9626,,False
2026-04-02 07:00:00,OBJ_1005,0.9621,,False
2026-04-01 16:15:00,OBJ_1010,6.7119,,False
2026-04-01 23:00:00,OBJ_1001,0.0,,False
2026-04-01 04:00:00,OBJ_1005,0.7694,,False
2026-04-03 03:45:00,OBJ_1002,7.1617,,False
2026-04-01 21:45:00,OBJ_1012,12.1501,,False
