timestamp,object_id,client_id,object_type,area,actual_mwh,forecast_mwh,abs_error,is_valid_record,data_quality_issue
2026-04-01 02:15:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 02:15:00,OBJ_9999,,,,0.0,0.0,0.0,False,missing_object_metadata
2026-04-01 02:30:00,OBJ_1004,,hydro,LT,,1.274,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 02:30:00,OBJ_1005,CL_03,bess,,0.8002,0.872,0.0718,True,missing_area
2026-04-01 02:30:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 02:30:00,OBJ_9999,,,,0.0,0.0,0.0,False,missing_object_metadata
2026-04-01 02:45:00,OBJ_1004,,hydro,LT,,1.1722,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 02:45:00,OBJ_1005,CL_03,bess,,0.8121,0.789,0.0231,True,missing_area
2026-04-01 02:45:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 02:45:00,OBJ_9999,,,,0.0,0.0,0.0,False,missing_object_metadata
2026-04-01 03:00:00,OBJ_1004,,hydro,LT,,1.3117,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 03:00:00,OBJ_1005,CL_03,bess,,0.6343,0.6142,0.0201,True,missing_area
2026-04-01 03:00:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 03:15:00,OBJ_1004,,hydro,LT,,1.0727,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 03:15:00,OBJ_1005,CL_03,bess,,0.6847,0.8715,0.1868,True,missing_area
2026-04-01 03:15:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 03:30:00,OBJ_1004,,hydro,LT,,1.33,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 03:30:00,OBJ_1005,CL_03,bess,,0.7352,0.7107,0.0245,True,missing_area
2026-04-01 03:30:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 03:45:00,OBJ_1004,,hydro,LT,,1.116,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 03:45:00,OBJ_1005,CL_03,bess,,0.8676,0.7751,0.0925,True,missing_area
2026-04-01 03:45:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 04:00:00,OBJ_1004,,hydro,LT,,1.0133,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 04:00:00,OBJ_1005,CL_03,bess,,0.7694,0.8516,0.0822,True,missing_area
2026-04-01 04:00:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 04:15:00,OBJ_1004,,hydro,LT,,1.146,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 04:15:00,OBJ_1005,CL_03,bess,,0.7794,0.8815,0.1021,True,missing_area
2026-04-01 04:15:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 04:30:00,OBJ_1004,,hydro,LT,,1.0908,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 04:30:00,OBJ_1005,CL_03,bess,,0.9876,0.9078,0.0798,True,missing_area
2026-04-01 04:30:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 04:45:00,OBJ_1004,,hydro,LT,,1.1861,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 04:45:00,OBJ_1005,CL_03,bess,,0.9136,0.8722,0.0414,True,missing_area
2026-04-01 04:45:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 05:00:00,OBJ_1004,,hydro,LT,,1.0346,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 05:00:00,OBJ_1005,CL_03,bess,,0.8169,0.7366,0.0803,True,missing_area
2026-04-01 05:00:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 05:15:00,OBJ_1004,,hydro,LT,,1.1556,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 05:15:00,OBJ_1005,CL_03,bess,,0.8701,0.6877,0.1824,True,missing_area
2026-04-01 05:15:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 05:30:00,OBJ_1004,,hydro,LT,,1.0654,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 05:30:00,OBJ_1005,CL_03,bess,,0.6817,0.7572,0.0755,True,missing_area
2026-04-01 05:30:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 05:45:00,OBJ_1004,,hydro,LT,,1.1081,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 05:45:00,OBJ_1005,CL_03,bess,,0.9984,0.5906,0.4078,True,missing_area
2026-04-01 05:45:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 06:00:00,OBJ_1004,,hydro,LT,,1.097,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 06:00:00,OBJ_1005,CL_03,bess,,0.8447,0.6288,0.2159,True,missing_area
2026-04-01 06:00:00,OBJ_1006,CL_04,solar,LV,0.0,0.0,0.0,False,negative_capacity
2026-04-01 06:15:00,OBJ_1004,,hydro,LT,,1.2378,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 06:15:00,OBJ_1005,CL_03,bess,,0.8213,0.7791,0.0422,True,missing_area
2026-04-01 06:15:00,OBJ_1006,CL_04,solar,LV,0.2248,0.2427,0.0179,False,negative_capacity
2026-04-01 06:30:00,OBJ_1004,,hydro,LT,,1.3381,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 06:30:00,OBJ_1005,CL_03,bess,,0.7694,1.0389,0.2695,True,missing_area
2026-04-01 06:30:00,OBJ_1006,CL_04,solar,LV,0.4492,0.4629,0.0137,False,negative_capacity
2026-04-01 06:45:00,OBJ_1004,,hydro,LT,,1.198,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 06:45:00,OBJ_1005,CL_03,bess,,0.9532,0.7228,0.2304,True,missing_area
2026-04-01 06:45:00,OBJ_1006,CL_04,solar,LV,0.7429,0.6585,0.0844,False,negative_capacity
2026-04-01 07:00:00,OBJ_1004,,hydro,LT,,1.0918,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 07:00:00,OBJ_1005,CL_03,bess,,0.9596,0.9313,0.0283,True,missing_area
2026-04-01 07:00:00,OBJ_1006,CL_04,solar,LV,0.8827,0.8989,0.0162,False,negative_capacity
2026-04-01 07:15:00,OBJ_1004,,hydro,LT,,1.2504,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 07:15:00,OBJ_1005,CL_03,bess,,0.9905,0.7977,0.1928,True,missing_area
2026-04-01 07:15:00,OBJ_1006,CL_04,solar,LV,1.2104,0.9914,0.219,False,negative_capacity
2026-04-01 07:30:00,OBJ_1004,,hydro,LT,,1.1205,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 07:30:00,OBJ_1005,CL_03,bess,,0.9149,0.6677,0.2472,True,missing_area
2026-04-01 07:30:00,OBJ_1006,CL_04,solar,LV,1.2874,1.3305,0.0431,False,negative_capacity
2026-04-01 07:45:00,OBJ_1004,,hydro,LT,,1.3245,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 07:45:00,OBJ_1005,CL_03,bess,,0.6773,0.9556,0.2783,True,missing_area
2026-04-01 07:45:00,OBJ_1006,CL_04,solar,LV,1.5486,1.4464,0.1022,False,negative_capacity
2026-04-01 08:00:00,OBJ_1004,,hydro,LT,,1.1888,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 08:00:00,OBJ_1005,CL_03,bess,,0.9882,0.6763,0.3119,True,missing_area
2026-04-01 08:00:00,OBJ_1006,CL_04,solar,LV,1.7119,1.9027,0.1908,False,negative_capacity
2026-04-01 08:15:00,OBJ_1004,,hydro,LT,,1.023,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 08:15:00,OBJ_1005,CL_03,bess,,0.8306,1.0464,0.2158,True,missing_area
2026-04-01 08:15:00,OBJ_1006,CL_04,solar,LV,1.9334,1.9038,0.0296,False,negative_capacity
2026-04-01 08:30:00,OBJ_1004,,hydro,LT,,1.2068,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 08:30:00,OBJ_1005,CL_03,bess,,0.8657,0.7221,0.1436,True,missing_area
2026-04-01 08:30:00,OBJ_1006,CL_04,solar,LV,2.1536,2.3537,0.2001,False,negative_capacity
2026-04-01 08:45:00,OBJ_1004,,hydro,LT,,1.2958,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 08:45:00,OBJ_1005,CL_03,bess,,0.7682,0.8104,0.0422,True,missing_area
2026-04-01 08:45:00,OBJ_1006,CL_04,solar,LV,2.5807,2.4084,0.1723,False,negative_capacity
2026-04-01 09:00:00,OBJ_1004,,hydro,LT,,1.2856,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 09:00:00,OBJ_1005,CL_03,bess,,0.8619,0.6968,0.1651,True,missing_area
2026-04-01 09:00:00,OBJ_1006,CL_04,solar,LV,2.5805,2.5039,0.0766,False,negative_capacity
2026-04-01 09:15:00,OBJ_1004,,hydro,LT,,1.1792,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 09:15:00,OBJ_1005,CL_03,bess,,0.7341,0.685,0.0491,True,missing_area
2026-04-01 09:15:00,OBJ_1006,CL_04,solar,LV,2.9169,2.95,0.0331,False,negative_capacity
2026-04-01 09:30:00,OBJ_1004,,hydro,LT,,1.1509,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 09:30:00,OBJ_1005,CL_03,bess,,0.7658,0.65,0.1158,True,missing_area
2026-04-01 09:30:00,OBJ_1006,CL_04,solar,LV,3.0053,3.0716,0.0663,False,negative_capacity
2026-04-01 09:45:00,OBJ_1004,,hydro,LT,,1.1353,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 09:45:00,OBJ_1005,CL_03,bess,,0.7701,0.6536,0.1165,True,missing_area
2026-04-01 09:45:00,OBJ_1006,CL_04,solar,LV,2.9406,2.8974,0.0432,False,negative_capacity
2026-04-01 10:00:00,OBJ_1004,,hydro,LT,,1.0556,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 10:00:00,OBJ_1005,CL_03,bess,,-1.0382,-0.9296,0.1086,True,missing_area
2026-04-01 10:00:00,OBJ_1006,CL_04,solar,LV,3.4919,3.0377,0.4542,False,negative_capacity
2026-04-01 10:15:00,OBJ_1004,,hydro,LT,,1.0737,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 10:15:00,OBJ_1005,CL_03,bess,,-0.9037,-0.9599,0.0562,True,missing_area
2026-04-01 10:15:00,OBJ_1006,CL_04,solar,LV,3.2556,3.4005,0.1449,False,negative_capacity
2026-04-01 10:30:00,OBJ_1004,,hydro,LT,,1.1095,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 10:30:00,OBJ_1005,CL_03,bess,,-1.0161,-1.1654,0.1493,True,missing_area
2026-04-01 10:30:00,OBJ_1006,CL_04,solar,LV,3.3178,3.2817,0.0361,False,negative_capacity
2026-04-01 10:45:00,OBJ_1004,,hydro,LT,,1.2255,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 10:45:00,OBJ_1005,CL_03,bess,,-1.1619,-0.764,0.3979,True,missing_area
2026-04-01 10:45:00,OBJ_1006,CL_04,solar,LV,3.6928,3.4432,0.2496,False,negative_capacity
2026-04-01 11:00:00,OBJ_1004,,hydro,LT,,1.2482,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 11:00:00,OBJ_1005,CL_03,bess,,-0.9676,-1.0928,0.1252,True,missing_area
2026-04-01 11:00:00,OBJ_1006,CL_04,solar,LV,3.9008,4.0688,0.168,False,negative_capacity
2026-04-01 11:15:00,OBJ_1004,,hydro,LT,,1.0603,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 11:15:00,OBJ_1005,CL_03,bess,,-0.866,-0.8434,0.0226,True,missing_area
2026-04-01 11:15:00,OBJ_1006,CL_04,solar,LV,3.8253,4.2572,0.4319,False,negative_capacity
2026-04-01 11:30:00,OBJ_1004,,hydro,LT,,1.3201,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 11:30:00,OBJ_1005,CL_03,bess,,-0.8201,-0.805,0.0151,True,missing_area
2026-04-01 11:30:00,OBJ_1006,CL_04,solar,LV,3.8519,4.0448,0.1929,False,negative_capacity
2026-04-01 11:45:00,OBJ_1004,,hydro,LT,,1.1453,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 11:45:00,OBJ_1005,CL_03,bess,,-1.0158,-0.8552,0.1606,True,missing_area
2026-04-01 11:45:00,OBJ_1006,CL_04,solar,LV,4.3241,4.0911,0.233,False,negative_capacity
2026-04-01 12:00:00,OBJ_1004,,hydro,LT,,1.0476,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 12:00:00,OBJ_1005,CL_03,bess,,-0.8505,-0.9549,0.1044,True,missing_area
2026-04-01 12:00:00,OBJ_1006,CL_04,solar,LV,4.1697,3.9016,0.2681,False,negative_capacity
2026-04-01 12:15:00,OBJ_1004,,hydro,LT,,1.3093,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 12:15:00,OBJ_1005,CL_03,bess,,-1.1859,-0.9844,0.2015,True,missing_area
2026-04-01 12:15:00,OBJ_1006,CL_04,solar,LV,3.8429,4.4829,0.64,False,negative_capacity
2026-04-01 12:30:00,OBJ_1004,,hydro,LT,,1.1633,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 12:30:00,OBJ_1005,CL_03,bess,,-0.8408,-1.0403,0.1995,True,missing_area
2026-04-01 12:30:00,OBJ_1006,CL_04,solar,LV,4.3191,4.3669,0.0478,False,negative_capacity
2026-04-01 12:45:00,OBJ_1004,,hydro,LT,,1.1024,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 12:45:00,OBJ_1005,CL_03,bess,,-0.9365,-1.2268,0.2903,True,missing_area
2026-04-01 12:45:00,OBJ_1006,CL_04,solar,LV,4.3915,4.0016,0.3899,False,negative_capacity
2026-04-01 13:00:00,OBJ_1004,,hydro,LT,,1.0128,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 13:00:00,OBJ_1005,CL_03,bess,,-0.908,-0.8985,0.0095,True,missing_area
2026-04-01 13:00:00,OBJ_1006,CL_04,solar,LV,4.3705,3.9159,0.4546,False,negative_capacity
2026-04-01 13:15:00,OBJ_1004,,hydro,LT,,1.1742,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 13:15:00,OBJ_1005,CL_03,bess,,-0.8975,-0.745,0.1525,True,missing_area
2026-04-01 13:15:00,OBJ_1006,CL_04,solar,LV,4.1322,4.2522,0.12,False,negative_capacity
2026-04-01 13:30:00,OBJ_1004,,hydro,LT,,1.3358,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 13:30:00,OBJ_1005,CL_03,bess,,-1.0805,-1.0653,0.0152,True,missing_area
2026-04-01 13:30:00,OBJ_1006,CL_04,solar,LV,3.9863,4.4407,0.4544,False,negative_capacity
2026-04-01 13:45:00,OBJ_1004,,hydro,LT,,1.3354,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 13:45:00,OBJ_1005,CL_03,bess,,-1.1172,-1.0011,0.1161,True,missing_area
2026-04-01 13:45:00,OBJ_1006,CL_04,solar,LV,3.8329,4.3459,0.513,False,negative_capacity
2026-04-01 14:00:00,OBJ_1004,,hydro,LT,,1.1606,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 14:00:00,OBJ_1005,CL_03,bess,,-1.0811,-1.2069,0.1258,True,missing_area
2026-04-01 14:00:00,OBJ_1006,CL_04,solar,LV,3.9074,4.3366,0.4292,False,negative_capacity
2026-04-01 14:15:00,OBJ_1004,,hydro,LT,,1.3672,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 14:15:00,OBJ_1005,CL_03,bess,,-1.0898,-0.8563,0.2335,True,missing_area
2026-04-01 14:15:00,OBJ_1006,CL_04,solar,LV,4.309,3.8128,0.4962,False,negative_capacity
2026-04-01 14:30:00,OBJ_1004,,hydro,LT,,1.2186,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 14:30:00,OBJ_1005,CL_03,bess,,-1.1897,-0.9202,0.2695,True,missing_area
2026-04-01 14:30:00,OBJ_1006,CL_04,solar,LV,3.9629,3.7506,0.2123,False,negative_capacity
2026-04-01 14:45:00,OBJ_1004,,hydro,LT,,1.173,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 14:45:00,OBJ_1005,CL_03,bess,,-0.8206,-1.1857,0.3651,True,missing_area
2026-04-01 14:45:00,OBJ_1006,CL_04,solar,LV,4.1207,3.5557,0.565,False,negative_capacity
2026-04-01 15:00:00,OBJ_1004,,hydro,LT,,1.252,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 15:00:00,OBJ_1005,CL_03,bess,,0.9976,0.7563,0.2413,True,missing_area
2026-04-01 15:00:00,OBJ_1006,CL_04,solar,LV,3.5182,3.7305,0.2123,False,negative_capacity
2026-04-01 15:15:00,OBJ_1004,,hydro,LT,,1.0597,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 15:15:00,OBJ_1005,CL_03,bess,,0.7222,0.9634,0.2412,True,missing_area
2026-04-01 15:15:00,OBJ_1006,CL_04,solar,LV,3.7146,3.9986,0.284,False,negative_capacity
2026-04-01 15:30:00,OBJ_1004,,hydro,LT,,1.248,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 15:30:00,OBJ_1005,CL_03,bess,,0.6011,0.6535,0.0524,True,missing_area
2026-04-01 15:30:00,OBJ_1006,CL_04,solar,LV,3.4962,3.5098,0.0136,False,negative_capacity
2026-04-01 15:45:00,OBJ_1004,,hydro,LT,,1.2146,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 15:45:00,OBJ_1005,CL_03,bess,,0.85,0.8931,0.0431,True,missing_area
2026-04-01 15:45:00,OBJ_1006,CL_04,solar,LV,3.4835,3.4093,0.0742,False,negative_capacity
2026-04-01 16:00:00,OBJ_1004,,hydro,LT,,1.2132,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 16:00:00,OBJ_1005,CL_03,bess,,0.8996,0.6156,0.284,True,missing_area
2026-04-01 16:00:00,OBJ_1006,CL_04,solar,LV,3.2909,3.1239,0.167,False,negative_capacity
2026-04-01 16:15:00,OBJ_1004,,hydro,LT,,1.0417,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 16:15:00,OBJ_1005,CL_03,bess,,0.7728,0.6525,0.1203,True,missing_area
2026-04-01 16:15:00,OBJ_1006,CL_04,solar,LV,3.0143,2.6564,0.3579,False,negative_capacity
2026-04-01 16:30:00,OBJ_1004,,hydro,LT,,1.0275,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 16:30:00,OBJ_1005,CL_03,bess,,0.6161,0.9505,0.3344,True,missing_area
2026-04-01 16:30:00,OBJ_1006,CL_04,solar,LV,3.0656,2.7635,0.3021,False,negative_capacity
2026-04-01 16:45:00,OBJ_1004,,hydro,LT,,1.0532,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 16:45:00,OBJ_1005,CL_03,bess,,0.7333,0.7013,0.032,True,missing_area
2026-04-01 16:45:00,OBJ_1006,CL_04,solar,LV,2.8502,2.4675,0.3827,False,negative_capacity
2026-04-01 17:00:00,OBJ_1004,,hydro,LT,,1.2841,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 17:00:00,OBJ_1005,CL_03,bess,,0.7293,0.8358,0.1065,True,missing_area
2026-04-01 17:00:00,OBJ_1006,CL_04,solar,LV,2.7932,2.5553,0.2379,False,negative_capacity
2026-04-01 17:15:00,OBJ_1004,,hydro,LT,,1.3303,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 17:15:00,OBJ_1005,CL_03,bess,,0.8502,0.6768,0.1734,True,missing_area
2026-04-01 17:15:00,OBJ_1006,CL_04,solar,LV,2.5103,2.2046,0.3057,False,negative_capacity
2026-04-01 17:30:00,OBJ_1004,,hydro,LT,,1.2121,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 17:30:00,OBJ_1005,CL_03,bess,,0.6634,0.936,0.2726,True,missing_area
2026-04-01 17:30:00,OBJ_1006,CL_04,solar,LV,2.2328,2.1853,0.0475,False,negative_capacity
2026-04-01 17:45:00,OBJ_1004,,hydro,LT,,1.2622,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 17:45:00,OBJ_1005,CL_03,bess,,0.8035,1.0175,0.214,True,missing_area
2026-04-01 17:45:00,OBJ_1006,CL_04,solar,LV,1.9395,1.8453,0.0942,False,negative_capacity
2026-04-01 18:00:00,OBJ_1004,,hydro,LT,,1.1019,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 18:00:00,OBJ_1005,CL_03,bess,,0.7105,1.0847,0.3742,True,missing_area
2026-04-01 18:00:00,OBJ_1006,CL_04,solar,LV,1.891,1.668,0.223,False,negative_capacity
2026-04-01 18:15:00,OBJ_1004,,hydro,LT,,1.0428,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 18:15:00,OBJ_1005,CL_03,bess,,0.6594,0.8514,0.192,True,missing_area
2026-04-01 18:15:00,OBJ_1006,CL_04,solar,LV,1.6029,1.5222,0.0807,False,negative_capacity
2026-04-01 18:30:00,OBJ_1004,,hydro,LT,,1.0171,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 18:30:00,OBJ_1005,CL_03,bess,,0.9102,0.9737,0.0635,True,missing_area
2026-04-01 18:30:00,OBJ_1006,CL_04,solar,LV,1.273,1.305,0.032,False,negative_capacity
2026-04-01 18:45:00,OBJ_1004,,hydro,LT,,1.1171,,False,missing_client_id|missing_object_metadata|no_actual
2026-04-01 18:45:00,OBJ_1005,CL_03,bess,,0.8009,1.0489,0.248,True,missing_area
2026-04-01 18:45:00,OBJ_1006,CL_04,solar,LV,1.1692,1.2172,0.048,False,negative_capacity
